pert_id,pert_iname,cell_lines_tested,positive_cell_lines,negative_cell_lines,median_score,mean_score,min_score,max_score,sd_score,positive_fraction,negative_fraction,reproducibility_score,tier,robust_rank,canonical_smiles,inchi_key,inchi_key_prefix,pubchem_cid,chembl_id,pref_name,max_phase,match_status,target_chembl_id,mechanism_of_action,action_type,disease_signature_genes,core_signature_genes,disease_up_genes,disease_down_genes
BRD-K92428232,GSK-461364,5,4,1,0.09101742249842062,0.08263635370175862,-0.116761891153011,0.3114346627085606,0.14268248462501046,0.8,0.2,0.0728139379987365,Tier 2 — Strong 4/5+,42,NA,NA,NA,NA,CHEMBL1908394,GSK-461364,1,exact_name_match,CHEMBL3024,Serine/threonine-protein kinase PLK1 inhibitor,INHIBITOR,454,10,214,240
BRD-K53414658,tivozanib,5,3,2,0.12065486529796378,0.0492281777600642,-0.3415970810206368,0.3648998985245189,0.2601483939509595,0.6,0.4,0.07239291917877827,Tier 3 — Moderate 3/5+,43,NA,NA,NA,NA,CHEMBL1289494,TIVOZANIB,4,exact_name_match,CHEMBL2095227,Vascular endothelial growth factor receptor inhibitor,INHIBITOR,454,10,214,240
BRD-K92723993,imatinib,5,4,2,0.08561592729611817,0.16030501726009616,-0.1603561894153253,0.510241043882304,0.23596595664576,0.8,0.4,0.06849274183689454,Tier 2 — Strong 4/5+,44,NA,NA,NA,NA,CHEMBL941,IMATINIB,4,exact_name_match,NA,NA,NA,454,10,214,240
BRD-K09991945,GSK-3-inhibitor-II,5,4,1,0.0837003236174271,0.1154558059328921,-0.12125910732312,0.42004732967754455,0.1804981096439988,0.8,0.2,0.06696025889394168,Tier 2 — Strong 4/5+,45,NA,NA,NA,NA,CHEMBL5723360,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K59184148,SB-216763,5,4,1,0.08323343431350619,0.12969941185632491,-0.2708959975955597,0.4407212195264071,0.2620158849241561,0.8,0.2,0.06658674745080495,Tier 2 — Strong 4/5+,46,NA,NA,NA,NA,CHEMBL102714,SB-216763,NA,exact_name_match,NA,NA,NA,454,10,214,240
BRD-K82091397,SB-239063,5,3,2,0.09861347452763648,0.10705311676224635,-0.19444144504398883,0.5102358560743852,0.26249994076326594,0.6,0.4,0.05916808471658188,Tier 3 — Moderate 3/5+,47,NA,NA,NA,NA,CHEMBL97162,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K15592317,CP-466722,5,3,2,0.0961921223794742,0.05870758496730335,-0.2062941988881643,0.3059762141468618,0.20130795471627175,0.6,0.4,0.05771527342768452,Tier 3 — Moderate 3/5+,48,NA,NA,NA,NA,CHEMBL4303229,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K05870596,XMD-1499,5,3,2,0.09417920250047272,0.0481247058494131,-0.1580482709097627,0.2595763711513862,0.1882694609133766,0.6,0.4,0.05650752150028363,Tier 3 — Moderate 3/5+,49,NA,NA,NA,NA,CHEMBL5303523,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K59067695,SU-11274,5,4,1,0.06601856418622658,0.00506828875451109,-0.3463464115535679,0.17117444720460148,0.20628457727036464,0.8,0.2,0.05281485134898126,Tier 2 — Strong 4/5+,50,NA,NA,NA,NA,CHEMBL5303414,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K53972329,ruxolitinib,5,4,2,0.06582477574474717,0.04812639418024084,-0.07788599887074506,0.1792564089145235,0.08407451975257504,0.8,0.4,0.05265982059579774,Tier 2 — Strong 4/5+,51,NA,NA,NA,NA,CHEMBL1789941,RUXOLITINIB,4,exact_name_match,NA,NA,NA,454,10,214,240
BRD-K02123250,JNJ-38877605,5,3,2,0.08672939841674482,0.07927317344628426,-0.2119330014535452,0.3618378354477976,0.20147495407912883,0.6,0.4,0.05203763905004689,Tier 3 — Moderate 3/5+,52,NA,NA,NA,NA,CHEMBL2133806,JNJ-38877605,1,exact_name_match,CHEMBL3717,Hepatocyte growth factor receptor inhibitor,INHIBITOR,454,10,214,240
BRD-K70511574,HMN-214,5,3,2,0.0672642331415868,0.01475758824873412,-0.37246086919955,0.39572026291204127,0.2737086870183022,0.6,0.4,0.04035853988495208,Tier 3 — Moderate 3/5+,53,NA,NA,NA,NA,CHEMBL3991927,HMN-214,1,exact_name_match,CHEMBL3024,Serine/threonine-protein kinase PLK1 inhibitor,INHIBITOR,454,10,214,240
BRD-A37704979,SB-203580,5,4,2,0.04788495595599945,4.259578950083221e-4,-0.6475470216388628,0.4679264944340986,0.33647986138568914,0.8,0.4,0.03830796476479956,Tier 2 — Strong 4/5+,54,NA,NA,NA,NA,CHEMBL10,SB-203580,NA,exact_name_match,NA,NA,NA,454,10,214,240
BRD-A90451247,KU-60019,5,3,2,0.06324465019744968,0.07248857675595352,-0.09178641817404123,0.2934288974753171,0.16140901460808108,0.6,0.4,0.0379467901184698,Tier 3 — Moderate 3/5+,55,NA,NA,NA,NA,CHEMBL2140173,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-A35869383,ibrutinib,5,3,2,0.05138423362677108,-0.08794103435084605,-0.6337210106469389,0.22782820393682213,0.34650822294234207,0.6,0.4,0.03083054017606264,Tier 3 — Moderate 3/5+,56,NA,NA,NA,NA,CHEMBL1873475,IBRUTINIB,4,exact_name_match,CHEMBL5251,Tyrosine-protein kinase BTK inhibitor,INHIBITOR,454,10,214,240
BRD-K98333955,NVP-AEW541,5,3,2,0.04574009321752734,-0.03218103533377398,-0.23383153075160068,0.10316183215963556,0.14485358427234774,0.6,0.4,0.0274440559305164,Tier 3 — Moderate 3/5+,57,NA,NA,NA,NA,CHEMBL4797365,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K02113016,olaparib,5,4,1,0.03405585483832996,0.09571013627678764,-0.11386342124356308,0.3049140291943314,0.1681748227683145,0.8,0.2,0.02724468387066396,Tier 2 — Strong 4/5+,58,NA,NA,NA,NA,CHEMBL521686,OLAPARIB,4,exact_name_match,CHEMBL3390820,"PARP 1, 2 and 3 inhibitor",INHIBITOR,454,10,214,240
BRD-K53281329,SYK-inhibitor,5,3,2,0.04322310007721161,0.06880459089169033,-0.05214921920567714,0.23971988342242811,0.12572826315470104,0.6,0.4,0.02593386004632696,Tier 3 — Moderate 3/5+,59,NA,NA,NA,NA,CHEMBL2204021,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K75308783,SAR-245409,5,3,2,0.03525318635348,0.00504244324747208,-0.1947130868842479,0.14166963556020604,0.14041596028425235,0.6,0.4,0.021151911812088,Tier 3 — Moderate 3/5+,60,NA,NA,NA,NA,CHEMBL2109635,SAR-566658,2,search_match_requires_review,CHEMBL3580494,Mucin-1 binding agent,BINDING AGENT,454,10,214,240
BRD-K75308783,SAR-245409,5,3,2,0.03525318635348,0.00504244324747208,-0.1947130868842479,0.14166963556020604,0.14041596028425235,0.6,0.4,0.021151911812088,Tier 3 — Moderate 3/5+,60,NA,NA,NA,NA,CHEMBL2109635,SAR-566658,2,search_match_requires_review,CHEMBL2095182,Tubulin inhibitor,INHIBITOR,454,10,214,240
BRD-K79404599,enzastaurin,5,3,3,0.03446454871938548,0.02566420610454218,-0.21166248507270996,0.3020071286870456,0.17674854624804273,0.6,0.6,0.02067872923163128,Tier 3 — Moderate 3/5+,61,NA,NA,NA,NA,CHEMBL300138,ENZASTAURIN,3,exact_name_match,CHEMBL3045,Protein kinase C beta inhibitor,INHIBITOR,454,10,214,240
BRD-A68739437,NPK76-II-72-1,5,3,3,0.02489142928771711,-0.01363692777764798,-0.4671682259569137,0.4534912760637626,0.3430995170037835,0.6,0.6,0.01493485757263026,Tier 3 — Moderate 3/5+,62,NA,NA,NA,NA,CHEMBL4112840,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K94176593,TWS-119,5,3,3,0.02449065218702573,-0.03940530413344465,-0.5244506009691821,0.27011973187818283,0.27881217652803464,0.6,0.6,0.01469439131221543,Tier 3 — Moderate 3/5+,63,NA,NA,NA,NA,CHEMBL405759,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K09186807,KIN001-244,5,3,3,0.02224171705064764,0.03913431833782386,-0.2488215822107884,0.3665182317346498,0.2640478135118073,0.6,0.6,0.01334503023038858,Tier 3 — Moderate 3/5+,64,NA,NA,NA,NA,CHEMBL3663528,NA,NA,search_match_requires_review,NA,NA,NA,454,10,214,240
BRD-K64052750,gefitinib,5,3,3,0.01117667465371403,0.05605281917676416,-0.2671490504299298,0.28855360402080366,0.1804810601936175,0.6,0.6,0.00670600479222841,Tier 3 — Moderate 3/5+,65,NA,NA,NA,NA,CHEMBL939,GEFITINIB,4,exact_name_match,CHEMBL203,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR,454,10,214,240
BRD-K13566078,BMS-345541,5,3,3,0.00390663063898021,0.02639180057970789,-0.2319286642993083,0.3633889434734052,0.2246287593260142,0.6,0.6,0.00234397838338812,Tier 3 — Moderate 3/5+,66,NA,NA,NA,NA,CHEMBL249697,BMS-345541,NA,exact_name_match,NA,NA,NA,454,10,214,240
