"celltype","HER2_Tumor","Normal_Breast","percentage_difference"
"Basal_Epithelial",6.12050002682547,17.000651678071,-10.8801516512456
"Cycling",4.42513010354633,0,4.42513010354633
"Fibroblast_Stromal",3.4175653200279,0.17921146953405,3.23835385049385
"Immune",21.1813938516015,0,21.1813938516015
"Luminal_Epithelial",17.816406459574,54.3784620397524,-36.5620555801784
"Other_Unresolved",47.0390042384248,0.00814597588791137,47.0308582625369
"Myoepithelial",0,28.4335288367546,-28.4335288367546
