"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,6.06222137306987,0.668,0.024,0,"12","NOTCH4"
0,5.95736856652347,0.339,0.008,0,"12","GPIHBP1"
0,5.80735099222612,0.486,0.026,0,"12","HEY1"
0,5.79085398686634,0.442,0.013,0,"12","SOX18"
0,5.74935487919433,0.466,0.02,0,"12","MECOM"
0,5.72854110210617,0.695,0.048,0,"12","PODXL"
0,5.64240790870368,0.663,0.062,0,"12","RBP7"
0,5.602749542289,0.293,0.011,0,"12","HECW2"
0,5.41281471675455,0.549,0.053,0,"12","IGFBP3"
0,5.40466282841528,0.758,0.102,0,"12","SLC9A3R2"
0,5.38788751831084,0.671,0.026,0,"12","CDH5"
0,5.38429551008235,0.307,0.009,0,"12","BCL6B"
0,5.37770750491533,0.575,0.019,0,"12","SOX17"
0,5.36998455306534,0.685,0.037,0,"12","FLT1"
0,5.26929204090758,0.307,0.016,0,"12","VEGFC"
0,5.19739598895151,0.4,0.022,0,"12","JAG2"
0,8.3472132717743,0.411,0.004,0,"13","VPREB3"
0,7.88900629947414,0.523,0.008,0,"13","BANK1"
0,7.72218667090531,0.83,0.011,0,"13","MS4A1"
0,7.68014951674571,0.275,0.004,0,"13","FCRLA"
0,7.17394166542529,0.331,0.006,0,"13","CD19"
0,6.81078311025051,0.356,0.014,0,"13","LINC00926"
0,6.76744785874904,0.281,0.006,0,"13","TNFRSF13C"
0,6.70917791095721,0.253,0.005,0,"13","BLK"
0,5.35376433641234,0.792,0.049,0,"13","CD79A"
0,5.10729428198844,0.396,0.038,0,"13","ADAM28"
0,4.63484092960951,0.392,0.047,0,"13","ARHGAP24"
0,4.45845976309025,0.331,0.047,0,"13","HVCN1"
0,4.44705963643615,0.459,0.061,0,"13","CD79B"
0,3.91332357015098,0.321,0.053,0,"13","MARCH1"
0,3.89552567623432,0.387,0.089,0,"13","RALGPS2"
0,3.8138778273119,0.432,0.065,0,"13","IRF8"
0,3.80951497258338,0.327,0.046,0,"13","LY9"
0,3.76578692735669,0.252,0.06,0,"13","BLNK"
0,3.53790144020174,0.663,0.169,0,"13","CD83"
0,3.50586104905631,0.416,0.085,0,"13","POU2F2"
0,9.26484563701631,0.407,0.002,0,"14","COL11A1"
0,8.37393227076785,0.631,0.004,0,"14","COL10A1"
0,8.18317151849602,0.363,0.002,0,"14","PLPP4"
0,8.14781516708633,0.412,0.002,0,"14","LRRC15"
0,7.89372207890808,0.685,0.029,0,"14","MMP11"
0,7.39828344046807,0.344,0.003,0,"14","FNDC1"
0,7.03699383228727,0.291,0.003,0,"14","RP11-417E7.2"
0,7.03043896110196,0.378,0.006,0,"14","COMP"
0,6.50613595685722,0.444,0.009,0,"14","CILP"
0,6.42022537242339,0.993,0.127,0,"14","COL1A1"
0,6.37938443757162,0.933,0.073,0,"14","CTHRC1"
0,6.2984217511754,0.935,0.062,0,"14","POSTN"
0,6.09926606117294,0.365,0.007,0,"14","ITGA11"
0,6.0626144886933,0.63,0.024,0,"14","COL8A1"
0,6.04283623358645,0.647,0.023,0,"14","ASPN"
0,6.03457645304001,0.341,0.007,0,"14","NTM"
0,6.00538760187479,0.993,0.116,0,"14","COL1A2"
0,5.95779694081795,0.837,0.031,0,"14","COL5A1"
0,5.93628834076721,0.986,0.095,0,"14","COL3A1"
0,5.91164688240947,0.73,0.022,0,"14","THBS2"
0,9.21400930427367,0.61,0.008,0,"15","RERGL"
0,7.98074878527931,0.471,0.003,0,"15","CASQ2"
0,7.53440742279955,0.648,0.01,0,"15","PLN"
0,7.30345249331649,0.518,0.007,0,"15","WFDC1"
0,7.25015511718016,0.337,0.003,0,"15","SGCA"
0,6.75512419169113,0.319,0.006,0,"15","KCNAB1"
0,6.61527955569228,0.73,0.02,0,"15","MYH11"
0,6.25621311592787,0.333,0.006,0,"15","FHL5"
0,6.15339630929901,0.31,0.006,0,"15","OR51E1"
0,5.99559219356986,0.354,0.012,0,"15","RBPMS2"
0,5.98092487057741,0.289,0.006,0,"15","NRIP2"
0,5.81348418988241,0.347,0.011,0,"15","TBX2-AS1"
0,5.43307581970115,0.541,0.025,0,"15","MAP3K7CL"
0,5.32064743155368,0.272,0.009,0,"15","AVPR1A"
0,5.2284927817559,0.556,0.027,0,"15","LMOD1"
0,5.18523891187031,0.449,0.019,0,"15","RASL12"
0,5.18444668500669,0.582,0.088,0,"15","SORBS2"
0,5.1619690541826,0.535,0.026,0,"15","RCAN2"
