"gene","celltype","group1","group2","comparison","logFC","logCPM","F","PValue","FDR","direction"
"EIF3J","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.20125466469755,6.86641080234853,26.7484206147648,8.5954461069111e-05,0.00188995420788788,"Normal_higher"
"KCMF1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.99505751878421,4.89622338842693,26.6868532099813,8.60167625183628e-05,0.00188995420788788,"Normal_higher"
"NPEPL1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.31812870347827,3.58963506319629,26.7066112947534,8.60770203225503e-05,0.00188995420788788,"ER_Positive_higher"
"SPEF1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.79344321973297,2.10773980641834,26.0156558402246,8.61173280815897e-05,0.00188995420788788,"ER_Positive_higher"
"CFAP44","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.72945985331014,2.27568493071141,26.300683586407,8.6141712413894e-05,0.00188995420788788,"ER_Positive_higher"
"TMEM208","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.69950901313951,6.86765569318268,26.7208550621808,8.6383277162515e-05,0.00189248735821586,"Normal_higher"
"PDCD11","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.98765010629228,3.60467752228344,26.2097297910291,8.69734816470003e-05,0.00190263999865384,"Normal_higher"
"LRR1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.85049297154242,3.42418103734959,26.067558835575,8.85117362827211e-05,0.00193347252750334,"Normal_higher"
"DUSP7","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.71826661238225,1.80458866037804,23.685892499225,8.86545491872329e-05,0.00193377735414652,"Normal_higher"
"CYP4X1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",5.77673317014511,5.62787819668183,26.5632513800213,8.92608255076502e-05,0.00194417591929362,"ER_Positive_higher"
"TXNL4B","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.14630168038171,3.04107142502043,25.5425498510164,8.94675253844656e-05,0.00194585384557199,"Normal_higher"
"SLC35C1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.9694205282797,3.0037183339555,25.606950461384,8.9753272623164e-05,0.00194924365015314,"Normal_higher"
"C2CD5","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",1.98018379990071,2.62354676070435,26.2301790189866,9.0207643861624e-05,0.00195628050784883,"ER_Positive_higher"
"EXOSC7","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.79939429471273,5.37938313621268,26.4723846990596,9.06024888931476e-05,0.0019620080098405,"Normal_higher"
"C19orf45","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",5.15898452123407,1.3474878314388,23.5679073283867,9.09964683552589e-05,0.00196770028905961,"ER_Positive_higher"
"AR","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.36158010247686,6.4331326122787,26.4228654243739,9.15294089922122e-05,0.001976376749275,"ER_Positive_higher"
"GNB1L","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.94136683152332,2.88507750001343,25.3535354633926,9.22635946671169e-05,0.0019893674786917,"Normal_higher"
"EGFR","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-4.7120541789121,3.43111625535916,23.4891667101012,9.26727581476694e-05,0.00199532292901302,"Normal_higher"
"KHDRBS3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.47647477731489,2.31454014346183,23.4504874170683,9.28428304981543e-05,0.00199612085571032,"Normal_higher"
"GOLPH3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",1.69656138082671,6.10058722606337,26.3418726328119,9.30282586661758e-05,0.00199644681203364,"ER_Positive_higher"
"GNAZ","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.27682141705963,-0.0963541613637076,22.520092124288,9.31240600002365e-05,0.00199644681203364,"ER_Positive_higher"
"FN3K","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.67681389299075,5.10216989567052,26.3328196335144,9.35720936672132e-05,0.0020022083245604,"ER_Positive_higher"
"AKR1C3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-7.38987102495151,7.51193910494719,25.1527723011555,9.36596417566069e-05,0.0020022083245604,"Normal_higher"
"DFNA5","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-5.39343614335296,1.39140089593409,23.9436781057557,9.38297806736572e-05,0.00200299220280167,"Normal_higher"
"BCAR1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.01377766208325,3.78231584978733,25.9011871123975,9.43444083724871e-05,0.00200884826227582,"Normal_higher"
"FAM89A","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.63816435829135,0.515822453076474,24.0987256559972,9.4474544686623e-05,0.00200884826227582,"Normal_higher"
"EIF3I","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.81445048983459,7.61482812368367,26.258779906378,9.45056888896335e-05,0.00200884826227582,"Normal_higher"
"TKT","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.76090052577109,7.95270775580629,26.2163938235687,9.53533294070633e-05,0.00202399917172815,"Normal_higher"
"CFAP61","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.60803735962856,0.0175314625529239,22.2807681634224,9.60806338417937e-05,0.00203655659896017,"ER_Positive_higher"
"RP11-483P21.2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.83386356874088,1.95074583263009,25.3046428194362,9.63211059423536e-05,0.00203877409996742,"ER_Positive_higher"
"CACNA1H","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",6.30465115337484,1.04348950008565,22.9647594556937,9.66111089990204e-05,0.00203941621221868,"ER_Positive_higher"
"FSCN1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.25422339737087,3.5310636272603,24.7583317999442,9.6623237614945e-05,0.00203941621221868,"Normal_higher"
"AGR3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.70401944839199,9.24181544838358,26.1239429650026,9.69094891928934e-05,0.00204258525887325,"ER_Positive_higher"
"FBXO15","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.78294114682871,1.38393015304179,24.8586671589449,9.77295682425608e-05,0.00205698124911095,"ER_Positive_higher"
"PRUNE","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",1.99956631521694,3.81720459443545,26.0221226002532,9.88680709566948e-05,0.00207802960902958,"ER_Positive_higher"
"BIN3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.72556554432131,3.9534962161559,25.7894290408809,9.93070593311936e-05,0.00208433711801849,"Normal_higher"
"TCP10L","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.42532273252935,-0.0753554317310594,23.8068202340886,9.9485369325018e-05,0.00208516332047562,"Normal_higher"
"GLI3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.3539525596338,3.94439848458846,25.9851682442699,9.98800332877784e-05,0.00209051556422551,"ER_Positive_higher"
"CBX4","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.38320184749298,4.82595200664703,25.9729664925585,0.000100401083101063,0.00209849450431427,"ER_Positive_higher"
"RP11-321G12.1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.90446892611191,2.00943771391583,24.5045197854104,0.000100930260369695,0.00210662088646455,"ER_Positive_higher"
"CD274","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.05133020401878,1.16558083357396,23.2876560315934,0.000101250517484916,0.00211037016096685,"Normal_higher"
"FDPS","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.01963613445892,7.29664067083002,25.8795061935417,0.000102015604600514,0.00212150457936042,"Normal_higher"
"CCK","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-5.10326587309431,3.37789719465886,23.0212082923125,0.000102201591074577,0.00212150457936042,"Normal_higher"
"RUNX3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.00140962450503,0.43855162917881,23.649734101106,0.000102208823274311,0.00212150457936042,"Normal_higher"
"CHST9","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-4.36489270080911,1.09596204784596,23.7320952052914,0.000102618887823387,0.00212707410160989,"Normal_higher"
"OSBPL10-AS1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.48577659753529,-0.528825791891106,23.2228666515678,0.000102795971375596,0.00212780571370147,"Normal_higher"
"FDCSP","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-8.33927375229796,8.93441140814805,25.1450972732451,0.000103130782875729,0.00213179567302489,"Normal_higher"
"MYO15B","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.58923519145312,2.33762436115555,25.4043253245661,0.00010414130041634,0.00214955816427654,"ER_Positive_higher"
"CTD-2517O10.6","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.73534411449095,2.24904584201939,25.3490498550477,0.000104276560511316,0.00214955816427654,"ER_Positive_higher"
"DRAIC","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",5.56881461952752,2.53181618699331,24.3974976856442,0.000104945839822049,0.00216038713060286,"ER_Positive_higher"
"PEX14","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.78604352016186,3.67507544101948,25.3868951450297,0.000105235684137094,0.0021633861806101,"Normal_higher"
"TCEA3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.7017858481303,6.12730393683841,25.6306085382121,0.000107316810946262,0.00220315100119091,"ER_Positive_higher"
"ACAT2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.11725488546492,5.20772157821082,25.5892792720908,0.000107587536578683,0.00220569147737198,"Normal_higher"
"DAPP1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.26506618850556,4.47908578254449,25.1042604705068,0.000108525189779893,0.00222187929471604,"Normal_higher"
"SYT13","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",7.55527199388211,1.3604496377498,23.763776514707,0.000109007280670859,0.00222829646698488,"ER_Positive_higher"
"RCAN1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.71276083850735,6.46153143979958,25.5177049921655,0.000109219274093117,0.00222829646698488,"Normal_higher"
"BCAS1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",5.91581389062913,3.97691164834026,25.2101091056443,0.000109405891208096,0.00222829646698488,"ER_Positive_higher"
"PABPC1L","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.16026967048566,2.6087674719667,25.2798965207672,0.000109432564547735,0.00222829646698488,"ER_Positive_higher"
"SFXN2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.01255775087435,2.61937484638462,25.2100774070486,0.000111231600028402,0.00226180498966522,"ER_Positive_higher"
"SLC7A6OS","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.13374398230255,3.8152875542552,25.0765606237219,0.000111379615337016,0.00226180498966522,"Normal_higher"
"KANTR","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.72210134208593,0.316022276518092,21.5424205511754,0.000111829898201318,0.00226788011122591,"ER_Positive_higher"
"ANKMY1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",1.9843165129437,2.70839571330962,25.1972166935222,0.000111983519596343,0.00226793074032701,"ER_Positive_higher"
"GNA15","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.42468066440256,3.68048066431284,24.1505192733516,0.000112715956695064,0.00227968781957255,"Normal_higher"
"EGR2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",6.33572360929868,4.6875176379256,25.1742824651863,0.000112991234737541,0.00227979138496851,"ER_Positive_higher"
"SIKE1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.50313072492212,5.00823628971832,25.3578662984182,0.000113024907737494,0.00227979138496851,"Normal_higher"
"TNRC6C","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.2742232760031,3.95568525057773,25.3555192346488,0.0001133511889162,0.0022833037477388,"ER_Positive_higher"
"TMEM26","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",5.56053448364922,2.6264644090767,24.1781788191398,0.000113620821323988,0.00228463978703181,"ER_Positive_higher"
"TTC6","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.60150656759611,4.20481480447899,25.3403571724933,0.000113721991131656,0.00228463978703181,"ER_Positive_higher"
"SUMF1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.3227438808877,5.1808861990304,25.3299075562167,0.000114201879605003,0.00228885170747162,"ER_Positive_higher"
"MATN4","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-4.19275702024838,0.696388610391939,23.2570971120308,0.000114297711631701,0.00228885170747162,"Normal_higher"
"PIK3CD","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.50240936181891,0.0742917030732574,23.1537340971235,0.000114389203745166,0.00228885170747162,"Normal_higher"
"EID3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.95594892802141,1.84503499101897,22.568105712975,0.000114762360899321,0.00229326065248484,"Normal_higher"
"PCMTD2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.73325282075121,4.47886092233143,25.3020316562338,0.000114997264983391,0.0022948988771353,"ER_Positive_higher"
"ERICH3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",6.45150876362615,0.535823366746552,22.383096213893,0.000115399727512683,0.00229796917804225,"ER_Positive_higher"
"MAN1C1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.08763447778471,0.609550131155788,22.261973510204,0.000115457370576654,0.00229796917804225,"ER_Positive_higher"
"ESRRA","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.39363822921934,4.0552951393417,24.912228727748,0.000115883807078213,0.00230126830104494,"Normal_higher"
"SRPK3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.89039504083958,0.690873174514739,21.776219741444,0.000115929821789163,0.00230126830104494,"ER_Positive_higher"
"CUTC","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.44293629940668,3.83148368432647,25.0304126104968,0.000116409634812257,0.00230774027691881,"Normal_higher"
"DLX2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",5.91147299624285,2.87025487373307,23.9724584500753,0.000117764230696179,0.00233151426128965,"ER_Positive_higher"
"RP11-253M7.1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.73733680549405,1.65219343390178,24.0446765946463,0.000118315950271082,0.00233935107472743,"ER_Positive_higher"
"SLC16A1-AS1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.39118439126263,1.38352720266631,22.666411664453,0.000118988693457637,0.00234955700357732,"Normal_higher"
"RSPH1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.78433007886049,3.87897920122905,25.0961033832158,0.000119543269901988,0.00235328426596099,"ER_Positive_higher"
"MRPS22","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.74214532108081,4.86438035459172,25.0577040993773,0.000119628837822549,0.00235328426596099,"Normal_higher"
"SIK1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.66881918644838,2.45175376813601,24.3852679179422,0.000119647890646248,0.00235328426596099,"ER_Positive_higher"
"COL6A3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.18031675143288,0.849474546402341,23.0618012206628,0.000120056039998101,0.00235822119404647,"ER_Positive_higher"
"SOGA1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.08899209460021,2.85772456782508,24.9067043966698,0.000120237364639099,0.00235869559626007,"ER_Positive_higher"
"NDRG1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.31075935775481,6.02487848291187,25.0242392728216,0.000120536796494207,0.00235951668365707,"Normal_higher"
"OVCA2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",9.54706101358524,3.97099233322763,23.2388019712335,0.000120593676042179,0.00235951668365707,"ER_Positive_higher"
"SFTPD","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.20504756535179,0.126132710518285,22.273660494336,0.000121160837172352,0.00236752693156965,"ER_Positive_higher"
"CHN1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.07030197691712,0.896340661170087,22.7414302318224,0.000121443516617015,0.00236767691672656,"Normal_higher"
"TYW5","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.58469407385461,3.32395909967063,24.5699066345728,0.000121484055832575,0.00236767691672656,"Normal_higher"
"SLC19A2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.09543841413156,5.35974163710021,24.9939217665606,0.000122288434201721,0.00237833259307439,"ER_Positive_higher"
"ZNF143","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.74826955332668,3.65495845242119,24.6619504869384,0.000122347755171149,0.00237833259307439,"Normal_higher"
"CRACR2B","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.81037095392799,7.08626156956682,24.9674006579047,0.000122569455823584,0.00237955992696575,"ER_Positive_higher"
"LEPR","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.4465081835628,1.67462576851385,22.3594673956286,0.000122825936838781,0.0023814584420408,"Normal_higher"
"RRP9","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.83524497232447,4.38241429601598,24.8393569205712,0.000123168987720956,0.00238502838545598,"Normal_higher"
"TMBIM1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.30906519280704,5.52253144265622,24.9048710048679,0.000124005543899721,0.00239550496035725,"Normal_higher"
"TFF3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",6.01000335115243,9.29545923982564,24.9054910449485,0.000124029276617418,0.00239550496035725,"ER_Positive_higher"
"DQX1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",5.93143298339459,0.319001026778447,21.6702605904086,0.000124445608464665,0.00240045661469052,"ER_Positive_higher"
"CCDC157","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.47116429616805,3.24316383674651,24.8066587577071,0.00012509883084565,0.00240387396124197,"ER_Positive_higher"
"PGAP2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",1.49958816306835,4.5205142978061,24.878212497951,0.000125194682140924,0.00240387396124197,"ER_Positive_higher"
"CERS4","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.38553066065644,6.01111504426704,24.8656500983257,0.000125301022572131,0.00240387396124197,"ER_Positive_higher"
"MAP7D1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.96546641307346,5.28529872965993,24.8514448920818,0.000125352085409758,0.00240387396124197,"Normal_higher"
"ACHE","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.77878174477984,1.4465703793975,22.1990674433623,0.000125423689721627,0.00240387396124197,"Normal_higher"
"SLC1A3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.40233369820805,0.250748480684263,22.8644626864658,0.000126204659719505,0.00241575679644211,"Normal_higher"
"STARD4","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.97258914590554,0.953733637690923,22.830598751713,0.000126671981128691,0.00242161327490225,"Normal_higher"
"COPG2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",1.7751330706374,3.94072574515074,24.7368712348814,0.000128446198190556,0.0024524072471319,"ER_Positive_higher"
"EME2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.20314255718554,2.68562304518459,24.4827926522178,0.000129866522184134,0.00247637471209313,"ER_Positive_higher"
"GNA14","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.47508899279778,-0.222982861404189,20.6776643154343,0.000130224107644384,0.00248004211093816,"ER_Positive_higher"
"MYL12B","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.62649357145724,9.3989533101609,24.6177704995233,0.000131592964969736,0.00249774339496023,"Normal_higher"
"LYAR","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.2823228282539,4.95565138044423,24.5666664894169,0.000131622250543223,0.00249774339496023,"Normal_higher"
"PERM1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",3.22223485857173,1.79162701721924,23.8548191924691,0.000131652897008965,0.00249774339496023,"ER_Positive_higher"
"MTL5","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.71914491579398,4.85766082030822,24.632120000769,0.000131850140695634,0.00249832709775174,"ER_Positive_higher"
"TNFRSF12A","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.53628619508315,8.5808905929816,24.6020163589681,0.000132113317469329,0.00249874274554341,"Normal_higher"
"FAM43A","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.01483807536309,2.30085259603012,22.250233144465,0.000132346670095395,0.00249874274554341,"Normal_higher"
"HNRNPH3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.73769671153724,6.72190962522643,24.6020580035998,0.000132371592104152,0.00249874274554341,"Normal_higher"
"FAS","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.82739788690476,2.94365522539374,23.0056256605876,0.000133662170542555,0.00251993491624638,"Normal_higher"
"FSIP1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",6.22464802282448,6.31793692944121,24.5369427029027,0.000134340224891896,0.00252936216767051,"ER_Positive_higher"
"THEM6","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",1.62765544249591,4.67216031173544,24.5312020145881,0.000134499300979614,0.00252936216767051,"ER_Positive_higher"
"FABP4","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",8.66399051109607,2.43282543815371,23.4305485256356,0.000135541088456411,0.00254576359757867,"ER_Positive_higher"
"VLDLR","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.12662545074466,1.80756675820382,22.243817558325,0.000135843614686056,0.00254740454985813,"Normal_higher"
"MIR4435-2HG","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.10276184410409,5.80803447196267,24.4333019696589,0.000136024572084242,0.00254740454985813,"Normal_higher"
"CTSC","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.53382007804184,5.75318671665677,24.3803655789528,0.000136137699006212,0.00254740454985813,"Normal_higher"
"C2orf88","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.24276100334987,-0.123272705405346,22.4928419778337,0.000136404098532835,0.00254921084269271,"Normal_higher"
"C17orf58","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.17860628807384,5.75394880563879,24.439563936886,0.000136904552429308,0.00255538136605301,"ER_Positive_higher"
"SFRP1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-6.05642263395599,6.25753688888281,23.4475837692908,0.000137449928953325,0.0025557796411735,"Normal_higher"
"BBOF1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.54980596434089,3.88096059341443,24.4138548564775,0.000137511333897854,0.0025557796411735,"ER_Positive_higher"
"TRIQK","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.33362892854515,4.94271662301222,24.4246293572921,0.000137563422248152,0.0025557796411735,"ER_Positive_higher"
"F8","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.44320891290718,2.44679279475479,24.1218214996148,0.000137607113351648,0.0025557796411735,"ER_Positive_higher"
"S100A6","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.69599623150391,11.6959474215989,24.388372225036,0.000137960252892479,0.00255917121774714,"Normal_higher"
"TMEM51","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.72109803533672,3.16884853985496,23.8107539984444,0.000138867459992086,0.00257009375111464,"Normal_higher"
"DCBLD1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-2.06410620530031,1.8129176700382,22.1783352069998,0.000139013758172454,0.00257009375111464,"Normal_higher"
"STX11","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.6860568195859,2.9100247251171,22.0754916066892,0.000139062845732331,0.00257009375111464,"Normal_higher"
"IL20RB","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.68195659746143,-0.486336304592509,21.7340603956731,0.000139583488904512,0.00257654294955721,"Normal_higher"
"BCL2A1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-4.00086502142681,1.84753526319278,22.0433017212757,0.000139756944783646,0.00257657551642282,"Normal_higher"
"SARDH","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",5.16689417286027,0.443118906495982,20.787987523297,0.000140433090939789,0.00258586428924344,"ER_Positive_higher"
"MB","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",2.45288941568661,5.04149589248456,24.3009237454535,0.000141136882850273,0.00259563872663486,"ER_Positive_higher"
"TSLP","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-4.20160616705968,1.55737468277708,22.1841424629235,0.000141843260158378,0.00260299614050741,"Normal_higher"
"AC005013.5","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.19212146803988,-0.940313965547061,20.6681665004842,0.000141883843735261,0.00260299614050741,"ER_Positive_higher"
"TMEM242","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.53989714616299,5.10033617190891,24.2493266540332,0.000142108617042113,0.00260393652741269,"Normal_higher"
"GLRA3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",7.12154362434472,2.77717382212806,21.8646196147636,0.000142465975413925,0.00260730108906924,"ER_Positive_higher"
"ABCF1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.80251111291728,5.66407521292803,24.2423632535871,0.000142696442308436,0.00260833801427856,"Normal_higher"
"KIFC3","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-3.31302645057575,2.42737524267281,21.8049105605808,0.000142956627620579,0.00260991497652315,"Normal_higher"
"NMI","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-1.66894597123327,4.60657540253849,24.1571582364605,0.000143506596200063,0.00261416790800581,"Normal_higher"
"AKR1C2","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",-7.63960329853545,6.75890536856814,22.1307323623145,0.000143537972692529,0.00261416790800581,"Normal_higher"
"CYP4F8","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",8.33971346951506,2.40430351654918,22.6736377789474,0.000144284114361632,0.00262457176269698,"ER_Positive_higher"
"TBX1","Luminal_Epithelial","ER_Positive","Normal","ER_Positive vs Normal",4.50765366760292,2.14454630275526,23.3270666660839,0.000144649918322514,0.00262804034414767,"ER_Positive_higher"
