pert_id,pert_iname,cell_lines_tested.x,median_cellline_score,mean_cellline_score,best_cellline_score,worst_cellline_score,compound_rank,cell_lines_tested.y,positive_cell_lines,negative_cell_lines,consistent_reversal,robust_rank
BRD-K11640013,sulfadimidine,1,0.15595014361401294,0.15595014361401294,0.15595014361401294,0.15595014361401294,1609,1,1,0,TRUE,1587
BRD-K69760878,BRD-K69760878,1,0.15591518284254474,0.15591518284254474,0.15591518284254474,0.15591518284254474,1610,1,1,0,TRUE,1588
BRD-K34608650,GP-2a,1,0.15569526148374757,0.15569526148374757,0.15569526148374757,0.15569526148374757,1611,1,1,0,TRUE,1589
BRD-K51164721,BRD-K51164721,1,0.1556909023544191,0.1556909023544191,0.1556909023544191,0.1556909023544191,1612,1,1,0,TRUE,1590
BRD-K70714754,BRD-K70714754,1,0.15560379701537586,0.15560379701537586,0.15560379701537586,0.15560379701537586,1613,1,1,0,TRUE,1591
BRD-K97309399,thiothixene,1,0.1554878058297559,0.1554878058297559,0.1554878058297559,0.1554878058297559,1614,1,1,0,TRUE,1592
BRD-K26300881,KU-C103867,1,0.15529732506744912,0.15529732506744912,0.15529732506744912,0.15529732506744912,1615,1,1,0,TRUE,1593
BRD-K74980345,BRD-K74980345,1,0.15512889348078998,0.15512889348078998,0.15512889348078998,0.15512889348078998,1616,1,1,0,TRUE,1594
BRD-K68507560,dicycloverine,1,0.1551031952838428,0.1551031952838428,0.1551031952838428,0.1551031952838428,1617,1,1,0,TRUE,1595
BRD-K78603557,BRD-K78603557,1,0.15503955287912452,0.15503955287912452,0.15503955287912452,0.15503955287912452,1618,1,1,0,TRUE,1596
BRD-K44417704,BRD-K44417704,1,0.15489600453949695,0.15489600453949695,0.15489600453949695,0.15489600453949695,1619,1,1,0,TRUE,1597
BRD-K45308677,BRD-K45308677,1,0.15486211907675615,0.15486211907675615,0.15486211907675615,0.15486211907675615,1620,1,1,0,TRUE,1598
BRD-K44261129,BRD-K44261129,1,0.15476060555740695,0.15476060555740695,0.15476060555740695,0.15476060555740695,1621,1,1,0,TRUE,1599
BRD-A98888159,BRD-A98888159,1,0.15470182297765894,0.15470182297765894,0.15470182297765894,0.15470182297765894,1622,1,1,0,TRUE,1600
BRD-K70503895,BRD-K70503895,1,0.15463332772923338,0.15463332772923338,0.15463332772923338,0.15463332772923338,1623,1,1,0,TRUE,1601
BRD-K85694079,BRD-K85694079,1,0.15459976807818876,0.15459976807818876,0.15459976807818876,0.15459976807818876,1624,1,1,0,TRUE,1602
BRD-K31841256,BRD-K31841256,1,0.15427988547677515,0.15427988547677515,0.15427988547677515,0.15427988547677515,1625,1,1,0,TRUE,1603
BRD-A88282067,delcorine,1,0.15422467846494614,0.15422467846494614,0.15422467846494614,0.15422467846494614,1626,1,1,0,TRUE,1604
BRD-K20109053,BRD-K20109053,1,0.1540727514685329,0.1540727514685329,0.1540727514685329,0.1540727514685329,1627,1,1,0,TRUE,1605
BRD-A85234536,N6-cyclopentyladenosine,1,0.15404668938355665,0.15404668938355665,0.15404668938355665,0.15404668938355665,1628,1,1,0,TRUE,1606
BRD-A84481105,thioridazine,1,0.15399958236405198,0.15399958236405198,0.15399958236405198,0.15399958236405198,1629,1,1,0,TRUE,1607
BRD-K18250272,propoxycaine,1,0.15386596062804134,0.15386596062804134,0.15386596062804134,0.15386596062804134,1630,1,1,0,TRUE,1608
BRD-A93000692,ciglitazone,1,0.15383968556573216,0.15383968556573216,0.15383968556573216,0.15383968556573216,1631,1,1,0,TRUE,1609
BRD-K73707305,BRD-K73707305,1,0.1537770439532114,0.1537770439532114,0.1537770439532114,0.1537770439532114,1632,1,1,0,TRUE,1610
BRD-K48168960,propylthiouracil,1,0.1535606863246296,0.1535606863246296,0.1535606863246296,0.1535606863246296,1633,1,1,0,TRUE,1611
BRD-A30395175,BRD-A30395175,1,0.15347795246713714,0.15347795246713714,0.15347795246713714,0.15347795246713714,1634,1,1,0,TRUE,1612
BRD-A94543220,bifonazole,1,0.15334142628729175,0.15334142628729175,0.15334142628729175,0.15334142628729175,1635,1,1,0,TRUE,1613
BRD-K42728290,NVP-BGJ398,5,0.15330785929646512,0.1640520934920849,0.40702843256407445,0.004984613839619992,1636,5,5,0,TRUE,1614
BRD-K70074151,BRD-K70074151,1,0.15320954077612164,0.15320954077612164,0.15320954077612164,0.15320954077612164,1637,1,1,0,TRUE,1615
BRD-K38756014,farnesylcysteine-methyl-ester,1,0.1531328512658693,0.1531328512658693,0.1531328512658693,0.1531328512658693,1638,1,1,0,TRUE,1616
BRD-K20923001,BRD-K20923001,1,0.15310763392132745,0.15310763392132745,0.15310763392132745,0.15310763392132745,1639,1,1,0,TRUE,1617
BRD-K13664374,dichloroacetic-acid,1,0.15286072421713942,0.15286072421713942,0.15286072421713942,0.15286072421713942,1640,1,1,0,TRUE,1618
BRD-A49447682,desoximetasone,1,0.1526802176226249,0.1526802176226249,0.1526802176226249,0.1526802176226249,1641,1,1,0,TRUE,1619
BRD-K36267058,BAS-02859604,1,0.15262048245705528,0.15262048245705528,0.15262048245705528,0.15262048245705528,1642,1,1,0,TRUE,1620
BRD-K73982490,BI-78D3,1,0.15258656547464067,0.15258656547464067,0.15258656547464067,0.15258656547464067,1643,1,1,0,TRUE,1621
BRD-K54006094,formoterol,1,0.15239503380459946,0.15239503380459946,0.15239503380459946,0.15239503380459946,1644,1,1,0,TRUE,1622
BRD-K75649340,tioguanine,1,0.1523212185513831,0.1523212185513831,0.1523212185513831,0.1523212185513831,1645,1,1,0,TRUE,1623
BRD-K80786583,BRD-K80786583,1,0.15208431778218795,0.15208431778218795,0.15208431778218795,0.15208431778218795,1646,1,1,0,TRUE,1624
BRD-K40956802,SD-6-035-A8,1,0.1519850731252696,0.1519850731252696,0.1519850731252696,0.1519850731252696,1647,1,1,0,TRUE,1625
BRD-A30856524,BRD-A30856524,1,0.1519303735522008,0.1519303735522008,0.1519303735522008,0.1519303735522008,1648,1,1,0,TRUE,1626
BRD-K90090262,BRD-K90090262,1,0.15176818158787792,0.15176818158787792,0.15176818158787792,0.15176818158787792,1649,1,1,0,TRUE,1627
BRD-K03243820,trifluridine,1,0.15172710742483572,0.15172710742483572,0.15172710742483572,0.15172710742483572,1650,1,1,0,TRUE,1628
BRD-K56307118,BRD-K56307118,1,0.1516635442102512,0.1516635442102512,0.1516635442102512,0.1516635442102512,1651,1,1,0,TRUE,1629
BRD-K52735702,cefdinir,1,0.15157236758810616,0.15157236758810616,0.15157236758810616,0.15157236758810616,1652,1,1,0,TRUE,1630
BRD-K12623437,BRD-K12623437,1,0.15152514204177242,0.15152514204177242,0.15152514204177242,0.15152514204177242,1653,1,1,0,TRUE,1631
BRD-K89383912,BRD-K89383912,1,0.15152111835175633,0.15152111835175633,0.15152111835175633,0.15152111835175633,1654,1,1,0,TRUE,1632
BRD-K91987625,BRD-K91987625,1,0.15137718067446626,0.15137718067446626,0.15137718067446626,0.15137718067446626,1655,1,1,0,TRUE,1633
BRD-K64044582,linoleamide,1,0.15135468237668773,0.15135468237668773,0.15135468237668773,0.15135468237668773,1656,1,1,0,TRUE,1634
BRD-K64024097,BRD-K64024097,1,0.15131575272522274,0.15131575272522274,0.15131575272522274,0.15131575272522274,1657,1,1,0,TRUE,1635
BRD-K23985857,BRD-K23985857,1,0.1511999494442724,0.1511999494442724,0.1511999494442724,0.1511999494442724,1658,1,1,0,TRUE,1636
BRD-K76568384,PHTPP,1,0.15119806227793925,0.15119806227793925,0.15119806227793925,0.15119806227793925,1659,1,1,0,TRUE,1637
BRD-A10662413,prenylamine,1,0.15117549816752288,0.15117549816752288,0.15117549816752288,0.15117549816752288,1660,1,1,0,TRUE,1638
BRD-K06159959,CCMQ,1,0.1510517569554772,0.1510517569554772,0.1510517569554772,0.1510517569554772,1661,1,1,0,TRUE,1639
BRD-K57930080,BRD-K57930080,1,0.15087280714265652,0.15087280714265652,0.15087280714265652,0.15087280714265652,1662,1,1,0,TRUE,1640
BRD-A06352508,SB-218078,1,0.15075235761981623,0.15075235761981623,0.15075235761981623,0.15075235761981623,1663,1,1,0,TRUE,1641
BRD-K73276569,BRD-K73276569,1,0.1506389295167829,0.1506389295167829,0.1506389295167829,0.1506389295167829,1664,1,1,0,TRUE,1642
BRD-K51302260,KU-C103871,1,0.15055421065092323,0.15055421065092323,0.15055421065092323,0.15055421065092323,1666,1,1,0,TRUE,1643
BRD-K80094086,BRD-K80094086,1,0.15052712738927393,0.15052712738927393,0.15052712738927393,0.15052712738927393,1667,1,1,0,TRUE,1644
BRD-K44732214,BRD-K44732214,1,0.15033868728358338,0.15033868728358338,0.15033868728358338,0.15033868728358338,1668,1,1,0,TRUE,1645
BRD-A82371568,clofarabine,1,0.1502531965540007,0.1502531965540007,0.1502531965540007,0.1502531965540007,1669,1,1,0,TRUE,1646
BRD-K81225797,SCH-58261,1,0.15024437756524564,0.15024437756524564,0.15024437756524564,0.15024437756524564,1670,1,1,0,TRUE,1647
BRD-K86086851,KU-C104145,1,0.15024245078076295,0.15024245078076295,0.15024245078076295,0.15024245078076295,1671,1,1,0,TRUE,1648
BRD-A19053259,pseudopelletierine,1,0.15010469859442993,0.15010469859442993,0.15010469859442993,0.15010469859442993,1672,1,1,0,TRUE,1649
BRD-A77299732,salubrinal,1,0.14999377994285096,0.14999377994285096,0.14999377994285096,0.14999377994285096,1673,1,1,0,TRUE,1650
BRD-K37852224,BRD-K37852224,1,0.14982584239796387,0.14982584239796387,0.14982584239796387,0.14982584239796387,1674,1,1,0,TRUE,1651
BRD-K14993104,bemegride,1,0.14968142030046033,0.14968142030046033,0.14968142030046033,0.14968142030046033,1675,1,1,0,TRUE,1652
BRD-K39111395,BCL2-inhibitor,1,0.14967545587705075,0.14967545587705075,0.14967545587705075,0.14967545587705075,1676,1,1,0,TRUE,1653
BRD-A64297288,amlodipine,1,0.14956563651382973,0.14956563651382973,0.14956563651382973,0.14956563651382973,1677,1,1,0,TRUE,1654
BRD-K37141476,BRD-K37141476,1,0.1494149907279111,0.1494149907279111,0.1494149907279111,0.1494149907279111,1678,1,1,0,TRUE,1655
BRD-K25522720,BRD-K25522720,1,0.14939296401523267,0.14939296401523267,0.14939296401523267,0.14939296401523267,1679,1,1,0,TRUE,1656
BRD-K68488863,ENMD-2076,1,0.14936492082681133,0.14936492082681133,0.14936492082681133,0.14936492082681133,1680,1,1,0,TRUE,1657
BRD-A67552655,etomoxir,1,0.1492256534874022,0.1492256534874022,0.1492256534874022,0.1492256534874022,1681,1,1,0,TRUE,1658
BRD-K19826688,BRD-K19826688,1,0.14897968654561738,0.14897968654561738,0.14897968654561738,0.14897968654561738,1682,1,1,0,TRUE,1659
BRD-K93095519,SJ-172550,1,0.1489390422812159,0.1489390422812159,0.1489390422812159,0.1489390422812159,1683,1,1,0,TRUE,1660
BRD-K00234327,RU-24969,1,0.14889207405441246,0.14889207405441246,0.14889207405441246,0.14889207405441246,1684,1,1,0,TRUE,1661
BRD-K47878171,bephenium,1,0.14876099494054812,0.14876099494054812,0.14876099494054812,0.14876099494054812,1685,1,1,0,TRUE,1662
BRD-A30717181,triamcinolone,1,0.14872631464456895,0.14872631464456895,0.14872631464456895,0.14872631464456895,1686,1,1,0,TRUE,1663
BRD-K67537649,PQ-401,1,0.14857107267348396,0.14857107267348396,0.14857107267348396,0.14857107267348396,1687,1,1,0,TRUE,1664
BRD-A69592287,oxetane,1,0.14856921496245956,0.14856921496245956,0.14856921496245956,0.14856921496245956,1688,1,1,0,TRUE,1665
BRD-K32582686,BRD-K32582686,1,0.1484317252992562,0.1484317252992562,0.1484317252992562,0.1484317252992562,1689,1,1,0,TRUE,1666
BRD-K05434375,HA-1004,1,0.14843094359956177,0.14843094359956177,0.14843094359956177,0.14843094359956177,1690,1,1,0,TRUE,1667
BRD-K17294426,clebopride,1,0.14839142406648573,0.14839142406648573,0.14839142406648573,0.14839142406648573,1691,1,1,0,TRUE,1668
BRD-A25170757,BRD-A25170757,1,0.14826358332313955,0.14826358332313955,0.14826358332313955,0.14826358332313955,1692,1,1,0,TRUE,1669
BRD-K19011062,BRD-K19011062,1,0.1481650250245185,0.1481650250245185,0.1481650250245185,0.1481650250245185,1693,1,1,0,TRUE,1670
BRD-K84022666,SA-1463810,1,0.1481016407321184,0.1481016407321184,0.1481016407321184,0.1481016407321184,1694,1,1,0,TRUE,1671
BRD-K90999434,BRD-K90999434,1,0.14785802053189034,0.14785802053189034,0.14785802053189034,0.14785802053189034,1695,1,1,0,TRUE,1672
BRD-K48598367,BRD-K48598367,1,0.14782049171712425,0.14782049171712425,0.14782049171712425,0.14782049171712425,1697,1,1,0,TRUE,1673
BRD-K83816656,BRD-K83816656,1,0.14773233931173763,0.14773233931173763,0.14773233931173763,0.14773233931173763,1698,1,1,0,TRUE,1674
BRD-A92439610,triamcinolone-acetonide,1,0.14768514340114522,0.14768514340114522,0.14768514340114522,0.14768514340114522,1699,1,1,0,TRUE,1675
BRD-K34508425,KU-C103898N,1,0.14752477562288752,0.14752477562288752,0.14752477562288752,0.14752477562288752,1700,1,1,0,TRUE,1676
BRD-K23657553,BRD-K23657553,1,0.14751496660988675,0.14751496660988675,0.14751496660988675,0.14751496660988675,1701,1,1,0,TRUE,1677
BRD-K47631482,bromhexine,1,0.14728032907620286,0.14728032907620286,0.14728032907620286,0.14728032907620286,1702,1,1,0,TRUE,1678
BRD-K65377893,cephalosporanic-acid,1,0.14726817954624458,0.14726817954624458,0.14726817954624458,0.14726817954624458,1703,1,1,0,TRUE,1679
BRD-K33860217,CP-94253,1,0.14723142886464352,0.14723142886464352,0.14723142886464352,0.14723142886464352,1704,1,1,0,TRUE,1680
BRD-K29731656,corticosterone,1,0.14718132833164668,0.14718132833164668,0.14718132833164668,0.14718132833164668,1705,1,1,0,TRUE,1681
BRD-K03122949,BRD-K03122949,1,0.14713442600366156,0.14713442600366156,0.14713442600366156,0.14713442600366156,1706,1,1,0,TRUE,1682
BRD-K26381032,BRD-K26381032,1,0.14677826489006088,0.14677826489006088,0.14677826489006088,0.14677826489006088,1707,1,1,0,TRUE,1683
BRD-K39580731,SA-427069,1,0.14672048766742668,0.14672048766742668,0.14672048766742668,0.14672048766742668,1708,1,1,0,TRUE,1684
BRD-K01800709,BRD-K01800709,1,0.14670039314499073,0.14670039314499073,0.14670039314499073,0.14670039314499073,1709,1,1,0,TRUE,1685
BRD-K44586044,BRD-K44586044,1,0.14665155867995527,0.14665155867995527,0.14665155867995527,0.14665155867995527,1710,1,1,0,TRUE,1686
BRD-A31312900,montelukast,1,0.14660439288916352,0.14660439288916352,0.14660439288916352,0.14660439288916352,1711,1,1,0,TRUE,1687
BRD-K95080859,BRD-K95080859,1,0.1465195443699241,0.1465195443699241,0.1465195443699241,0.1465195443699241,1712,1,1,0,TRUE,1688
BRD-K00610438,altanserin,1,0.14647238641259597,0.14647238641259597,0.14647238641259597,0.14647238641259597,1713,1,1,0,TRUE,1689
BRD-K49890030,gavestinel,1,0.14640579566607398,0.14640579566607398,0.14640579566607398,0.14640579566607398,1714,1,1,0,TRUE,1690
BRD-K84566043,fenpiverinium,1,0.1463193932816661,0.1463193932816661,0.1463193932816661,0.1463193932816661,1715,1,1,0,TRUE,1691
BRD-K85670329,BRD-K85670329,1,0.14630068064134905,0.14630068064134905,0.14630068064134905,0.14630068064134905,1716,1,1,0,TRUE,1692
BRD-A88080608,equilin,1,0.1462666805290725,0.1462666805290725,0.1462666805290725,0.1462666805290725,1717,1,1,0,TRUE,1693
BRD-K02227374,milnacipran,1,0.14622770143849792,0.14622770143849792,0.14622770143849792,0.14622770143849792,1718,1,1,0,TRUE,1694
BRD-K81408913,BRD-K81408913,1,0.1462130342526104,0.1462130342526104,0.1462130342526104,0.1462130342526104,1719,1,1,0,TRUE,1695
BRD-K21884483,mizolastine,1,0.1461834014598209,0.1461834014598209,0.1461834014598209,0.1461834014598209,1720,1,1,0,TRUE,1696
BRD-K78223772,BRD-K78223772,1,0.14604844620580873,0.14604844620580873,0.14604844620580873,0.14604844620580873,1721,1,1,0,TRUE,1697
BRD-K51683034,BRD-K51683034,1,0.14587501713041978,0.14587501713041978,0.14587501713041978,0.14587501713041978,1722,1,1,0,TRUE,1698
BRD-A27640568,BRD-A27640568,1,0.14576551126738482,0.14576551126738482,0.14576551126738482,0.14576551126738482,1723,1,1,0,TRUE,1699
BRD-K73610817,BRD-K73610817,1,0.14557122324910146,0.14557122324910146,0.14557122324910146,0.14557122324910146,1724,1,1,0,TRUE,1700
BRD-K51126483,BRD-K51126483,1,0.1455404015524775,0.1455404015524775,0.1455404015524775,0.1455404015524775,1725,1,1,0,TRUE,1701
BRD-K37682401,piromidic-acid,1,0.14528832370617367,0.14528832370617367,0.14528832370617367,0.14528832370617367,1726,1,1,0,TRUE,1702
BRD-K88043978,amikacin,1,0.14514904725755653,0.14514904725755653,0.14514904725755653,0.14514904725755653,1727,1,1,0,TRUE,1703
BRD-K06024458,N-arachidonyl-GABA,1,0.14485813998597669,0.14485813998597669,0.14485813998597669,0.14485813998597669,1728,1,1,0,TRUE,1704
BRD-A40639672,ketorolac,1,0.14459696846820866,0.14459696846820866,0.14459696846820866,0.14459696846820866,1729,1,1,0,TRUE,1705
BRD-K24156250,BRD-K24156250,1,0.1445594733778825,0.1445594733778825,0.1445594733778825,0.1445594733778825,1730,1,1,0,TRUE,1706
BRD-K56450366,NSC-94258,1,0.14444602488709962,0.14444602488709962,0.14444602488709962,0.14444602488709962,1731,1,1,0,TRUE,1707
BRD-K03642198,AY-9944,1,0.14442862007972407,0.14442862007972407,0.14442862007972407,0.14442862007972407,1732,1,1,0,TRUE,1708
BRD-A60386802,BRD-A60386802,1,0.14440263233465075,0.14440263233465075,0.14440263233465075,0.14440263233465075,1733,1,1,0,TRUE,1709
BRD-A09495397,bicuculline,1,0.14430894129004715,0.14430894129004715,0.14430894129004715,0.14430894129004715,1734,1,1,0,TRUE,1710
BRD-A33447119,oxfendazole,1,0.144060266652724,0.144060266652724,0.144060266652724,0.144060266652724,1735,1,1,0,TRUE,1711
BRD-K97936712,BRD-K97936712,1,0.14402953908176158,0.14402953908176158,0.14402953908176158,0.14402953908176158,1736,1,1,0,TRUE,1712
BRD-K92458042,BRD-K92458042,1,0.14376607780893041,0.14376607780893041,0.14376607780893041,0.14376607780893041,1737,1,1,0,TRUE,1713
BRD-K99311057,CD-00491SC,1,0.143615845924897,0.143615845924897,0.143615845924897,0.143615845924897,1738,1,1,0,TRUE,1714
BRD-A01317026,"7,8-dihydro-L-biopterin",1,0.14360149296427266,0.14360149296427266,0.14360149296427266,0.14360149296427266,1739,1,1,0,TRUE,1715
BRD-K56596464,QX-314,1,0.1435885342451003,0.1435885342451003,0.1435885342451003,0.1435885342451003,1740,1,1,0,TRUE,1716
BRD-K55498981,ST-022313,1,0.14355551579698522,0.14355551579698522,0.14355551579698522,0.14355551579698522,1741,1,1,0,TRUE,1717
BRD-K33676730,BRD-K33676730,1,0.1434940129189948,0.1434940129189948,0.1434940129189948,0.1434940129189948,1742,1,1,0,TRUE,1718
BRD-K85205404,BRD-K85205404,1,0.14343735803127375,0.14343735803127375,0.14343735803127375,0.14343735803127375,1743,1,1,0,TRUE,1719
BRD-K19525698,ozagrel,1,0.14341154901515385,0.14341154901515385,0.14341154901515385,0.14341154901515385,1744,1,1,0,TRUE,1720
BRD-K34596778,BRD-K34596778,1,0.14330729972938283,0.14330729972938283,0.14330729972938283,0.14330729972938283,1745,1,1,0,TRUE,1721
BRD-K42161310,BRD-K42161310,1,0.14329781470487402,0.14329781470487402,0.14329781470487402,0.14329781470487402,1746,1,1,0,TRUE,1722
BRD-K85650383,BRD-K85650383,1,0.14327724134013292,0.14327724134013292,0.14327724134013292,0.14327724134013292,1747,1,1,0,TRUE,1723
BRD-K37498076,BRD-K37498076,1,0.1432594691452454,0.1432594691452454,0.1432594691452454,0.1432594691452454,1748,1,1,0,TRUE,1724
BRD-A48237631,mitomycin-c,1,0.14323914161505677,0.14323914161505677,0.14323914161505677,0.14323914161505677,1749,1,1,0,TRUE,1725
BRD-K32696739,noreleagnine,1,0.14322562639346087,0.14322562639346087,0.14322562639346087,0.14322562639346087,1750,1,1,0,TRUE,1726
BRD-K09059649,BRD-K09059649,1,0.14309649023429769,0.14309649023429769,0.14309649023429769,0.14309649023429769,1751,1,1,0,TRUE,1727
BRD-K86027709,BRD-K86027709,1,0.14305834915491286,0.14305834915491286,0.14305834915491286,0.14305834915491286,1752,1,1,0,TRUE,1728
BRD-K45256078,BRD-K45256078,1,0.14289909886432628,0.14289909886432628,0.14289909886432628,0.14289909886432628,1753,1,1,0,TRUE,1729
BRD-K96405393,KU-C104228,1,0.14269759234169965,0.14269759234169965,0.14269759234169965,0.14269759234169965,1754,1,1,0,TRUE,1730
BRD-K91740057,felbinac,1,0.14262826584287622,0.14262826584287622,0.14262826584287622,0.14262826584287622,1755,1,1,0,TRUE,1731
BRD-K33204703,AG-370,1,0.14246654814506535,0.14246654814506535,0.14246654814506535,0.14246654814506535,1756,1,1,0,TRUE,1732
BRD-A23072235,pheniramine,1,0.14244897093669665,0.14244897093669665,0.14244897093669665,0.14244897093669665,1757,1,1,0,TRUE,1733
BRD-K63828515,BRD-K63828515,1,0.1422055732193182,0.1422055732193182,0.1422055732193182,0.1422055732193182,1758,1,1,0,TRUE,1734
BRD-K28680267,BRD-K28680267,1,0.14195061983668636,0.14195061983668636,0.14195061983668636,0.14195061983668636,1759,1,1,0,TRUE,1735
BRD-A43930669,L-368899,1,0.14187390461715707,0.14187390461715707,0.14187390461715707,0.14187390461715707,1760,1,1,0,TRUE,1736
BRD-A54077041,BRD-A54077041,1,0.1418461947521627,0.1418461947521627,0.1418461947521627,0.1418461947521627,1761,1,1,0,TRUE,1737
BRD-K46384212,O-3M3FBS,1,0.14184288970269535,0.14184288970269535,0.14184288970269535,0.14184288970269535,1762,1,1,0,TRUE,1738
BRD-A98283014,calmidazolium,1,0.14171155992693535,0.14171155992693535,0.14171155992693535,0.14171155992693535,1763,1,1,0,TRUE,1739
BRD-K19189705,BRD-K19189705,1,0.14166963562241577,0.14166963562241577,0.14166963562241577,0.14166963562241577,1764,1,1,0,TRUE,1740
BRD-K95487462,BRD-K95487462,1,0.1410776432362142,0.1410776432362142,0.1410776432362142,0.1410776432362142,1765,1,1,0,TRUE,1741
BRD-K14444135,ST-4028268,1,0.1410424281927773,0.1410424281927773,0.1410424281927773,0.1410424281927773,1766,1,1,0,TRUE,1742
BRD-A30455275,BRD-A30455275,1,0.14061257182226392,0.14061257182226392,0.14061257182226392,0.14061257182226392,1767,1,1,0,TRUE,1743
BRD-K93060291,TL-HRAS-24,1,0.14040700195767777,0.14040700195767777,0.14040700195767777,0.14040700195767777,1769,1,1,0,TRUE,1744
BRD-A62336480,niguldipine,1,0.1403382288155537,0.1403382288155537,0.1403382288155537,0.1403382288155537,1770,1,1,0,TRUE,1745
BRD-K79797318,BRD-K79797318,1,0.14028232145680342,0.14028232145680342,0.14028232145680342,0.14028232145680342,1771,1,1,0,TRUE,1746
BRD-K94830329,ataluren,1,0.14027469844110071,0.14027469844110071,0.14027469844110071,0.14027469844110071,1772,1,1,0,TRUE,1747
BRD-K55630727,BRD-K55630727,1,0.14022760939896123,0.14022760939896123,0.14022760939896123,0.14022760939896123,1773,1,1,0,TRUE,1748
BRD-K51320264,BRD-K51320264,1,0.14016947409053798,0.14016947409053798,0.14016947409053798,0.14016947409053798,1774,1,1,0,TRUE,1749
BRD-K09997269,BRD-K09997269,1,0.14007317601684677,0.14007317601684677,0.14007317601684677,0.14007317601684677,1775,1,1,0,TRUE,1750
BRD-A63667919,methylergometrine,1,0.14007116941914344,0.14007116941914344,0.14007116941914344,0.14007116941914344,1776,1,1,0,TRUE,1751
BRD-K00673382,famotidine,1,0.13990801356281973,0.13990801356281973,0.13990801356281973,0.13990801356281973,1777,1,1,0,TRUE,1752
BRD-K60762818,desipramine,1,0.13989280951418756,0.13989280951418756,0.13989280951418756,0.13989280951418756,1778,1,1,0,TRUE,1753
BRD-A43331270,niguldipine,1,0.13985591632254224,0.13985591632254224,0.13985591632254224,0.13985591632254224,1779,1,1,0,TRUE,1754
BRD-K77762110,BRD-K77762110,1,0.13953928972415328,0.13953928972415328,0.13953928972415328,0.13953928972415328,1780,1,1,0,TRUE,1755
BRD-K07888196,tyrphostin-AG-538,1,0.13914760985245395,0.13914760985245395,0.13914760985245395,0.13914760985245395,1781,1,1,0,TRUE,1756
BRD-K27184429,levocetirizine,1,0.13913762953941203,0.13913762953941203,0.13913762953941203,0.13913762953941203,1782,1,1,0,TRUE,1757
BRD-K27217864,butamben,1,0.13912893865459972,0.13912893865459972,0.13912893865459972,0.13912893865459972,1783,1,1,0,TRUE,1758
BRD-K46937689,phenazone,1,0.139064387321369,0.139064387321369,0.139064387321369,0.139064387321369,1784,1,1,0,TRUE,1759
BRD-A09164687,BRD-A09164687,1,0.13902779355960843,0.13902779355960843,0.13902779355960843,0.13902779355960843,1785,1,1,0,TRUE,1760
BRD-K75699339,rizatriptan,1,0.13901978404819948,0.13901978404819948,0.13901978404819948,0.13901978404819948,1786,1,1,0,TRUE,1761
BRD-A59198242,viloxazine,1,0.13893759832999303,0.13893759832999303,0.13893759832999303,0.13893759832999303,1787,1,1,0,TRUE,1762
BRD-K63913457,eicosatrienoic-acid,1,0.13871045006085259,0.13871045006085259,0.13871045006085259,0.13871045006085259,1788,1,1,0,TRUE,1763
BRD-K04779531,BRD-K04779531,1,0.13844320266091464,0.13844320266091464,0.13844320266091464,0.13844320266091464,1789,1,1,0,TRUE,1764
BRD-K46585355,acetylsalicylsalicylic-acid,1,0.13841643252778152,0.13841643252778152,0.13841643252778152,0.13841643252778152,1790,1,1,0,TRUE,1765
BRD-U64289953,XMD-1185H,1,0.13838785813884374,0.13838785813884374,0.13838785813884374,0.13838785813884374,1791,1,1,0,TRUE,1766
BRD-K35046132,BRD-K35046132,1,0.13834643961806797,0.13834643961806797,0.13834643961806797,0.13834643961806797,1792,1,1,0,TRUE,1767
BRD-K88366685,trimetazidine,1,0.1383051947677958,0.1383051947677958,0.1383051947677958,0.1383051947677958,1793,1,1,0,TRUE,1768
BRD-K96253961,metaraminol,1,0.1381402634948899,0.1381402634948899,0.1381402634948899,0.1381402634948899,1794,1,1,0,TRUE,1769
BRD-K89104321,gaboxadol,1,0.13810237588946364,0.13810237588946364,0.13810237588946364,0.13810237588946364,1795,1,1,0,TRUE,1770
BRD-K43992206,VU-0413243-1,1,0.13794915917921813,0.13794915917921813,0.13794915917921813,0.13794915917921813,1796,1,1,0,TRUE,1771
BRD-K96704648,BRD-K96704648,1,0.13792091903712878,0.13792091903712878,0.13792091903712878,0.13792091903712878,1797,1,1,0,TRUE,1772
BRD-K49577446,flunisolide,1,0.13770440920316274,0.13770440920316274,0.13770440920316274,0.13770440920316274,1798,1,1,0,TRUE,1773
BRD-K17378184,BP-897,1,0.1376634464544757,0.1376634464544757,0.1376634464544757,0.1376634464544757,1799,1,1,0,TRUE,1774
BRD-K26831771,BRD-K26831771,1,0.13757036752261426,0.13757036752261426,0.13757036752261426,0.13757036752261426,1800,1,1,0,TRUE,1775
BRD-A71157293,fursultiamine,1,0.13746662850805758,0.13746662850805758,0.13746662850805758,0.13746662850805758,1801,1,1,0,TRUE,1776
BRD-K92991072,PAC-1,1,0.13733789448060046,0.13733789448060046,0.13733789448060046,0.13733789448060046,1802,1,1,0,TRUE,1777
BRD-K10946493,SA-424371,1,0.13729372402035517,0.13729372402035517,0.13729372402035517,0.13729372402035517,1803,1,1,0,TRUE,1778
BRD-A48430263,pioglitazone,1,0.13727057902330195,0.13727057902330195,0.13727057902330195,0.13727057902330195,1804,1,1,0,TRUE,1779
