pert_id,pert_iname,cell_lines_tested.x,median_cellline_score,mean_cellline_score,best_cellline_score,worst_cellline_score,compound_rank,cell_lines_tested.y,positive_cell_lines,negative_cell_lines,consistent_reversal,robust_rank
BRD-K64058329,BRD-K64058329,1,-0.051553090165702725,-0.051553090165702725,-0.051553090165702725,-0.051553090165702725,4065,1,0,1,FALSE,4065
BRD-K03641750,FL-HDAC-025,1,-0.05165090605189727,-0.05165090605189727,-0.05165090605189727,-0.05165090605189727,4066,1,0,1,FALSE,4066
BRD-K06718821,BRD-K06718821,1,-0.05177858558272765,-0.05177858558272765,-0.05177858558272765,-0.05177858558272765,4067,1,0,1,FALSE,4067
BRD-K25979535,BRD-K25979535,1,-0.05183835822921515,-0.05183835822921515,-0.05183835822921515,-0.05183835822921515,4068,1,0,1,FALSE,4068
BRD-K81807412,BRD-K81807412,1,-0.05187178398525652,-0.05187178398525652,-0.05187178398525652,-0.05187178398525652,4069,1,0,1,FALSE,4069
BRD-K05979026,BRD-K05979026,1,-0.05188533398817703,-0.05188533398817703,-0.05188533398817703,-0.05188533398817703,4070,1,0,1,FALSE,4070
BRD-K47943470,tyrphostin-51,1,-0.05191809802327392,-0.05191809802327392,-0.05191809802327392,-0.05191809802327392,4071,1,0,1,FALSE,4071
BRD-K84024786,BRD-K84024786,1,-0.05192720875797772,-0.05192720875797772,-0.05192720875797772,-0.05192720875797772,4072,1,0,1,FALSE,4072
BRD-K30697463,desoximetasone,1,-0.051932113286437986,-0.051932113286437986,-0.051932113286437986,-0.051932113286437986,4073,1,0,1,FALSE,4073
BRD-A64479082,quinidine,1,-0.05194457225158812,-0.05194457225158812,-0.05194457225158812,-0.05194457225158812,4074,1,0,1,FALSE,4074
BRD-K96403486,BRD-K96403486,1,-0.051977078377816704,-0.051977078377816704,-0.051977078377816704,-0.051977078377816704,4075,1,0,1,FALSE,4075
BRD-K75784474,BRD-K75784474,1,-0.05200983978344283,-0.05200983978344283,-0.05200983978344283,-0.05200983978344283,4076,1,0,1,FALSE,4076
BRD-K18816859,L-694247,1,-0.052135287453828755,-0.052135287453828755,-0.052135287453828755,-0.052135287453828755,4077,1,0,1,FALSE,4077
BRD-K59946561,BRD-K59946561,1,-0.05218824552190089,-0.05218824552190089,-0.05218824552190089,-0.05218824552190089,4078,1,0,1,FALSE,4078
BRD-K64754843,BRD-K64754843,1,-0.0523851094704887,-0.0523851094704887,-0.0523851094704887,-0.0523851094704887,4079,1,0,1,FALSE,4079
BRD-K32681104,2-aminobenzenesulfonamide,1,-0.05238523303367977,-0.05238523303367977,-0.05238523303367977,-0.05238523303367977,4080,1,0,1,FALSE,4080
BRD-K45401373,betulinic-acid,1,-0.05247537065431067,-0.05247537065431067,-0.05247537065431067,-0.05247537065431067,4081,1,0,1,FALSE,4081
BRD-K43796186,benzyl-quinazolin-4-yl-amine,1,-0.052569428055887955,-0.052569428055887955,-0.052569428055887955,-0.052569428055887955,4082,1,0,1,FALSE,4082
BRD-K55070890,thiothixene,1,-0.05259569477819086,-0.05259569477819086,-0.05259569477819086,-0.05259569477819086,4083,1,0,1,FALSE,4083
BRD-K95208083,SA-1457472,1,-0.052731935307224545,-0.052731935307224545,-0.052731935307224545,-0.052731935307224545,4084,1,0,1,FALSE,4084
BRD-K63587518,BRD-K63587518,1,-0.05273506450702528,-0.05273506450702528,-0.05273506450702528,-0.05273506450702528,4085,1,0,1,FALSE,4085
BRD-K66555347,SA-1973509,1,-0.05286011967004163,-0.05286011967004163,-0.05286011967004163,-0.05286011967004163,4086,1,0,1,FALSE,4086
BRD-K81218586,BRD-K81218586,1,-0.05296108319593311,-0.05296108319593311,-0.05296108319593311,-0.05296108319593311,4087,1,0,1,FALSE,4087
BRD-K01737880,BRD-K01737880,1,-0.05308515128845378,-0.05308515128845378,-0.05308515128845378,-0.05308515128845378,4088,1,0,1,FALSE,4088
BRD-K60228169,BRD-K60228169,1,-0.0531638472032624,-0.0531638472032624,-0.0531638472032624,-0.0531638472032624,4089,1,0,1,FALSE,4089
BRD-K32977963,eugenol,1,-0.05320472944713041,-0.05320472944713041,-0.05320472944713041,-0.05320472944713041,4090,1,0,1,FALSE,4090
BRD-K84658672,nateglinide,1,-0.0533114998776522,-0.0533114998776522,-0.0533114998776522,-0.0533114998776522,4091,1,0,1,FALSE,4091
BRD-A29731977,17-hydroxyprogesterone-caproate,1,-0.0533607350042052,-0.0533607350042052,-0.0533607350042052,-0.0533607350042052,4092,1,0,1,FALSE,4092
BRD-A39903068,sisomicin,1,-0.053374872081566035,-0.053374872081566035,-0.053374872081566035,-0.053374872081566035,4093,1,0,1,FALSE,4093
BRD-K30781400,BRD-K30781400,1,-0.05342347441310415,-0.05342347441310415,-0.05342347441310415,-0.05342347441310415,4094,1,0,1,FALSE,4094
BRD-K80970344,pyrrolidine-dithiocarbamate,1,-0.053425770296162425,-0.053425770296162425,-0.053425770296162425,-0.053425770296162425,4095,1,0,1,FALSE,4095
BRD-K01614657,BRD-K01614657,1,-0.05356185138923371,-0.05356185138923371,-0.05356185138923371,-0.05356185138923371,4096,1,0,1,FALSE,4096
BRD-K80400482,BRD-K80400482,1,-0.05357034697377821,-0.05357034697377821,-0.05357034697377821,-0.05357034697377821,4097,1,0,1,FALSE,4097
BRD-K45479396,BP-554,1,-0.05358531253083822,-0.05358531253083822,-0.05358531253083822,-0.05358531253083822,4098,1,0,1,FALSE,4098
BRD-K99300445,antazoline,1,-0.053800197494563926,-0.053800197494563926,-0.053800197494563926,-0.053800197494563926,4099,1,0,1,FALSE,4099
BRD-K48617017,dorzolamide,1,-0.05389050969959488,-0.05389050969959488,-0.05389050969959488,-0.05389050969959488,4100,1,0,1,FALSE,4100
BRD-K30804015,BRD-K30804015,1,-0.053906011997149006,-0.053906011997149006,-0.053906011997149006,-0.053906011997149006,4101,1,0,1,FALSE,4101
BRD-K27665173,D-64406,1,-0.05408544003210344,-0.05408544003210344,-0.05408544003210344,-0.05408544003210344,4102,1,0,1,FALSE,4102
BRD-K93285993,BRD-K93285993,1,-0.05413800258206097,-0.05413800258206097,-0.05413800258206097,-0.05413800258206097,4103,1,0,1,FALSE,4103
BRD-A65739223,ramipril,1,-0.05417578563068945,-0.05417578563068945,-0.05417578563068945,-0.05417578563068945,4104,1,0,1,FALSE,4104
BRD-K51556300,BRD-K51556300,1,-0.054282036043662905,-0.054282036043662905,-0.054282036043662905,-0.054282036043662905,4105,1,0,1,FALSE,4105
BRD-K51223576,AG-99,1,-0.05445899159006323,-0.05445899159006323,-0.05445899159006323,-0.05445899159006323,4106,1,0,1,FALSE,4106
BRD-A76941896,doxorubicin,1,-0.05448015560661008,-0.05448015560661008,-0.05448015560661008,-0.05448015560661008,4107,1,0,1,FALSE,4107
BRD-K38003476,clocortolone-pivalate,1,-0.054488237703931394,-0.054488237703931394,-0.054488237703931394,-0.054488237703931394,4108,1,0,1,FALSE,4108
BRD-K62748479,BRD-K62748479,1,-0.05463656320387161,-0.05463656320387161,-0.05463656320387161,-0.05463656320387161,4109,1,0,1,FALSE,4109
BRD-K07265709,dexrazoxane,1,-0.054676961650155245,-0.054676961650155245,-0.054676961650155245,-0.054676961650155245,4110,1,0,1,FALSE,4110
BRD-K97158071,droperidol,1,-0.05477327319932293,-0.05477327319932293,-0.05477327319932293,-0.05477327319932293,4111,1,0,1,FALSE,4111
BRD-K11757396,BRD-K11757396,1,-0.054986646706472506,-0.054986646706472506,-0.054986646706472506,-0.054986646706472506,4112,1,0,1,FALSE,4112
BRD-A65671304,candesartan-cilextil,1,-0.0550058865160965,-0.0550058865160965,-0.0550058865160965,-0.0550058865160965,4113,1,0,1,FALSE,4113
BRD-K46142322,RS-67333,1,-0.05501450472192064,-0.05501450472192064,-0.05501450472192064,-0.05501450472192064,4114,1,0,1,FALSE,4114
BRD-A32836748,leu-enkephalin,1,-0.055030010379107513,-0.055030010379107513,-0.055030010379107513,-0.055030010379107513,4115,1,0,1,FALSE,4115
BRD-K15868788,SDZ-205-557,1,-0.055161529285290334,-0.055161529285290334,-0.055161529285290334,-0.055161529285290334,4116,1,0,1,FALSE,4116
BRD-K29771961,SA-1921783,1,-0.05521094995333034,-0.05521094995333034,-0.05521094995333034,-0.05521094995333034,4117,1,0,1,FALSE,4117
BRD-K52163391,BRD-K52163391,1,-0.055214184165154244,-0.055214184165154244,-0.055214184165154244,-0.055214184165154244,4118,1,0,1,FALSE,4118
BRD-K79425933,benperidol,1,-0.055214218401638884,-0.055214218401638884,-0.055214218401638884,-0.055214218401638884,4119,1,0,1,FALSE,4119
BRD-K70983703,BRD-K70983703,1,-0.05524854421393296,-0.05524854421393296,-0.05524854421393296,-0.05524854421393296,4120,1,0,1,FALSE,4120
BRD-K69791739,BRD-K69791739,1,-0.05528818732014039,-0.05528818732014039,-0.05528818732014039,-0.05528818732014039,4121,1,0,1,FALSE,4121
BRD-K59036917,BRD-K59036917,1,-0.055394137993603654,-0.055394137993603654,-0.055394137993603654,-0.055394137993603654,4122,1,0,1,FALSE,4122
BRD-K58044374,AT1-SHH-29,1,-0.05554140268492927,-0.05554140268492927,-0.05554140268492927,-0.05554140268492927,4123,1,0,1,FALSE,4123
BRD-K97181089,amiloride,1,-0.055589414593228,-0.055589414593228,-0.055589414593228,-0.055589414593228,4124,1,0,1,FALSE,4124
BRD-A38793261,BRD-A38793261,1,-0.05563353593285934,-0.05563353593285934,-0.05563353593285934,-0.05563353593285934,4125,1,0,1,FALSE,4125
BRD-A06909528,BRD-A06909528,1,-0.05573606383110584,-0.05573606383110584,-0.05573606383110584,-0.05573606383110584,4126,1,0,1,FALSE,4126
BRD-A88878656,BRD-A88878656,1,-0.05587652086320759,-0.05587652086320759,-0.05587652086320759,-0.05587652086320759,4127,1,0,1,FALSE,4127
BRD-K16956545,BRD-K16956545,1,-0.05588439532501692,-0.05588439532501692,-0.05588439532501692,-0.05588439532501692,4128,1,0,1,FALSE,4128
BRD-K37720887,SB-525334,5,-0.05599027762384788,-0.09095882617414429,0.07660300990762807,-0.26112386107083463,4129,5,2,3,FALSE,4129
BRD-K44787412,BRD-K44787412,1,-0.055996643678712085,-0.055996643678712085,-0.055996643678712085,-0.055996643678712085,4130,1,0,1,FALSE,4130
BRD-A97674275,ranolazine,1,-0.05606684428170685,-0.05606684428170685,-0.05606684428170685,-0.05606684428170685,4131,1,0,1,FALSE,4131
BRD-K63504947,semaxanib,1,-0.056067797296083494,-0.056067797296083494,-0.056067797296083494,-0.056067797296083494,4132,1,0,1,FALSE,4132
BRD-U77632492,KU-C104220,1,-0.05609824308710683,-0.05609824308710683,-0.05609824308710683,-0.05609824308710683,4133,1,0,1,FALSE,4133
BRD-A30655177,LFM-A13,1,-0.05613929148672184,-0.05613929148672184,-0.05613929148672184,-0.05613929148672184,4134,1,0,1,FALSE,4134
BRD-A84389633,"tropanyl-3,5-dimethylbenzoate",1,-0.05617073093413466,-0.05617073093413466,-0.05617073093413466,-0.05617073093413466,4135,1,0,1,FALSE,4135
BRD-K30743633,TCPOBOP,1,-0.056187066415412386,-0.056187066415412386,-0.056187066415412386,-0.056187066415412386,4136,1,0,1,FALSE,4136
BRD-K15467014,BRD-K15467014,1,-0.05623451270496173,-0.05623451270496173,-0.05623451270496173,-0.05623451270496173,4137,1,0,1,FALSE,4137
BRD-K43860855,iobenguane,1,-0.056272014478972135,-0.056272014478972135,-0.056272014478972135,-0.056272014478972135,4138,1,0,1,FALSE,4138
BRD-K50387473,XMD-892,5,-0.05627706291812078,-0.1411442220554898,-0.045483644038368465,-0.3496790935455429,4139,5,0,5,FALSE,4139
BRD-K57569181,pentoxifylline,1,-0.056386859219764475,-0.056386859219764475,-0.056386859219764475,-0.056386859219764475,4140,1,0,1,FALSE,4140
BRD-K24705176,BRD-K24705176,1,-0.05643949175693258,-0.05643949175693258,-0.05643949175693258,-0.05643949175693258,4141,1,0,1,FALSE,4141
BRD-K12513978,fenbufen,1,-0.05648322556569547,-0.05648322556569547,-0.05648322556569547,-0.05648322556569547,4142,1,0,1,FALSE,4142
BRD-M45038741,metoprolol,1,-0.05649489427209992,-0.05649489427209992,-0.05649489427209992,-0.05649489427209992,4143,1,0,1,FALSE,4143
BRD-K52015643,deoxyrhapontin,1,-0.05655081573963632,-0.05655081573963632,-0.05655081573963632,-0.05655081573963632,4144,1,0,1,FALSE,4144
BRD-K08251038,BRD-K08251038,1,-0.05656547824006811,-0.05656547824006811,-0.05656547824006811,-0.05656547824006811,4145,1,0,1,FALSE,4145
BRD-K55194575,BRD-K55194575,1,-0.05662932949937835,-0.05662932949937835,-0.05662932949937835,-0.05662932949937835,4146,1,0,1,FALSE,4146
BRD-K53913732,SB-408124,1,-0.056884866554420675,-0.056884866554420675,-0.056884866554420675,-0.056884866554420675,4147,1,0,1,FALSE,4147
BRD-K09423613,SA-441181,1,-0.05690263221816143,-0.05690263221816143,-0.05690263221816143,-0.05690263221816143,4148,1,0,1,FALSE,4148
BRD-K75035820,BRD-K75035820,1,-0.056907516638405986,-0.056907516638405986,-0.056907516638405986,-0.056907516638405986,4149,1,0,1,FALSE,4149
BRD-K87040771,BRD-K87040771,1,-0.056957002316202876,-0.056957002316202876,-0.056957002316202876,-0.056957002316202876,4150,1,0,1,FALSE,4150
BRD-K24675965,LY-288513,1,-0.057016549770251335,-0.057016549770251335,-0.057016549770251335,-0.057016549770251335,4151,1,0,1,FALSE,4151
BRD-K33106058,cytarabine,1,-0.057068957302935513,-0.057068957302935513,-0.057068957302935513,-0.057068957302935513,4152,1,0,1,FALSE,4152
BRD-K98004941,BRD-K98004941,1,-0.057110922430940764,-0.057110922430940764,-0.057110922430940764,-0.057110922430940764,4153,1,0,1,FALSE,4153
BRD-K94080537,diethyltoluamide,1,-0.05720197073159079,-0.05720197073159079,-0.05720197073159079,-0.05720197073159079,4154,1,0,1,FALSE,4154
BRD-K32238524,BRD-K32238524,1,-0.05727065362335537,-0.05727065362335537,-0.05727065362335537,-0.05727065362335537,4155,1,0,1,FALSE,4155
BRD-K14340219,BRD-K14340219,1,-0.05727854653976072,-0.05727854653976072,-0.05727854653976072,-0.05727854653976072,4156,1,0,1,FALSE,4156
BRD-K94381355,BRD-K94381355,1,-0.057284540182580765,-0.057284540182580765,-0.057284540182580765,-0.057284540182580765,4157,1,0,1,FALSE,4157
BRD-K09977233,BRD-K09977233,1,-0.057311202796269896,-0.057311202796269896,-0.057311202796269896,-0.057311202796269896,4158,1,0,1,FALSE,4158
BRD-K08451418,BRD-K08451418,1,-0.05746283208268657,-0.05746283208268657,-0.05746283208268657,-0.05746283208268657,4159,1,0,1,FALSE,4159
BRD-K96084870,DMBI,1,-0.057502043798146094,-0.057502043798146094,-0.057502043798146094,-0.057502043798146094,4160,1,0,1,FALSE,4160
BRD-K39208132,BRD-K39208132,1,-0.057618513959343795,-0.057618513959343795,-0.057618513959343795,-0.057618513959343795,4161,1,0,1,FALSE,4161
BRD-K16077845,fentiazac,1,-0.05766305696390023,-0.05766305696390023,-0.05766305696390023,-0.05766305696390023,4162,1,0,1,FALSE,4162
BRD-K84663978,trequinsin,1,-0.05769945521451336,-0.05769945521451336,-0.05769945521451336,-0.05769945521451336,4163,1,0,1,FALSE,4163
BRD-K91900765,VX-745,5,-0.05772426994908067,-0.08673297610043867,0.043784865635478856,-0.3111548793445942,4164,5,2,3,FALSE,4164
BRD-K99465084,BRD-K99465084,1,-0.05783579088120576,-0.05783579088120576,-0.05783579088120576,-0.05783579088120576,4165,1,0,1,FALSE,4165
BRD-K71380401,BRD-K71380401,1,-0.057926232610772205,-0.057926232610772205,-0.057926232610772205,-0.057926232610772205,4166,1,0,1,FALSE,4166
BRD-K03006541,BRD-K03006541,1,-0.05799520560520381,-0.05799520560520381,-0.05799520560520381,-0.05799520560520381,4167,1,0,1,FALSE,4167
BRD-K64314806,BRD-K64314806,1,-0.05808952780775663,-0.05808952780775663,-0.05808952780775663,-0.05808952780775663,4168,1,0,1,FALSE,4168
BRD-K04188046,BRD-K04188046,1,-0.05818491149703221,-0.05818491149703221,-0.05818491149703221,-0.05818491149703221,4169,1,0,1,FALSE,4169
BRD-K47690943,BRD-K47690943,1,-0.058195230896825684,-0.058195230896825684,-0.058195230896825684,-0.058195230896825684,4170,1,0,1,FALSE,4170
BRD-K51189903,BRD-K51189903,1,-0.05846535566495773,-0.05846535566495773,-0.05846535566495773,-0.05846535566495773,4171,1,0,1,FALSE,4171
BRD-K82071478,BRD-K82071478,1,-0.05859080106809515,-0.05859080106809515,-0.05859080106809515,-0.05859080106809515,4172,1,0,1,FALSE,4172
BRD-A92670106,tocainide,1,-0.058598907848707235,-0.058598907848707235,-0.058598907848707235,-0.058598907848707235,4173,1,0,1,FALSE,4173
BRD-K35191571,BRD-K35191571,1,-0.05860109911535319,-0.05860109911535319,-0.05860109911535319,-0.05860109911535319,4174,1,0,1,FALSE,4174
BRD-M53001068,aminophylline,1,-0.05874526105001183,-0.05874526105001183,-0.05874526105001183,-0.05874526105001183,4175,1,0,1,FALSE,4175
BRD-M41783010,acamprosate,1,-0.05877789019902931,-0.05877789019902931,-0.05877789019902931,-0.05877789019902931,4176,1,0,1,FALSE,4176
BRD-K18972207,BRD-K18972207,1,-0.0588561683338218,-0.0588561683338218,-0.0588561683338218,-0.0588561683338218,4177,1,0,1,FALSE,4177
BRD-K70549064,staurosporine,1,-0.05886389985460465,-0.05886389985460465,-0.05886389985460465,-0.05886389985460465,4178,1,0,1,FALSE,4178
BRD-K03063480,PF-477736,5,-0.058876057045864946,-0.025286924663992325,0.35112381320745256,-0.5109099003952627,4179,5,2,3,FALSE,4179
BRD-A25004090,erastin,1,-0.05897861877918303,-0.05897861877918303,-0.05897861877918303,-0.05897861877918303,4180,1,0,1,FALSE,4180
BRD-K91315211,betahistine,1,-0.05905236489494911,-0.05905236489494911,-0.05905236489494911,-0.05905236489494911,4181,1,0,1,FALSE,4181
BRD-K05804044,AZ-628,5,-0.05907529494133076,-0.1754648831408247,0.020179524209174363,-0.44436725303027724,4182,5,1,4,FALSE,4182
BRD-K56697208,BRD-K56697208,1,-0.059076451973032795,-0.059076451973032795,-0.059076451973032795,-0.059076451973032795,4183,1,0,1,FALSE,4183
BRD-K42834456,ST-012015,1,-0.05910062903149696,-0.05910062903149696,-0.05910062903149696,-0.05910062903149696,4184,1,0,1,FALSE,4184
BRD-K34154330,tracazolate,1,-0.059123648342231216,-0.059123648342231216,-0.059123648342231216,-0.059123648342231216,4185,1,0,1,FALSE,4185
BRD-K37264083,levisoprenaline,1,-0.05913929964616859,-0.05913929964616859,-0.05913929964616859,-0.05913929964616859,4186,1,0,1,FALSE,4186
BRD-K09635134,L-erythro-MAPP,1,-0.05919520878771231,-0.05919520878771231,-0.05919520878771231,-0.05919520878771231,4187,1,0,1,FALSE,4187
BRD-K74163137,BRD-K74163137,1,-0.059258160331630526,-0.059258160331630526,-0.059258160331630526,-0.059258160331630526,4188,1,0,1,FALSE,4188
BRD-K41924482,BRD-K41924482,1,-0.05935862993675137,-0.05935862993675137,-0.05935862993675137,-0.05935862993675137,4189,1,0,1,FALSE,4189
BRD-K70557564,zosuquidar,1,-0.059463574971080735,-0.059463574971080735,-0.059463574971080735,-0.059463574971080735,4190,1,0,1,FALSE,4190
BRD-A13195221,STK-064652,1,-0.059517653102920384,-0.059517653102920384,-0.059517653102920384,-0.059517653102920384,4191,1,0,1,FALSE,4191
BRD-K87338781,BRD-K87338781,1,-0.059523623820541535,-0.059523623820541535,-0.059523623820541535,-0.059523623820541535,4192,1,0,1,FALSE,4192
BRD-K15672523,BRD-K15672523,1,-0.05961930721492627,-0.05961930721492627,-0.05961930721492627,-0.05961930721492627,4193,1,0,1,FALSE,4193
BRD-A39189014,methoxamine,1,-0.05968905893025506,-0.05968905893025506,-0.05968905893025506,-0.05968905893025506,4194,1,0,1,FALSE,4194
BRD-A79237180,ascorbic-acid,1,-0.05970516371134998,-0.05970516371134998,-0.05970516371134998,-0.05970516371134998,4195,1,0,1,FALSE,4195
BRD-K45675241,BRD-K45675241,1,-0.059766457257461665,-0.059766457257461665,-0.059766457257461665,-0.059766457257461665,4196,1,0,1,FALSE,4196
BRD-K03015355,forskolin,1,-0.05994683221734715,-0.05994683221734715,-0.05994683221734715,-0.05994683221734715,4197,1,0,1,FALSE,4197
BRD-K81729199,AQ-RA741,1,-0.05996892735481099,-0.05996892735481099,-0.05996892735481099,-0.05996892735481099,4198,1,0,1,FALSE,4198
BRD-K29767311,BRD-K29767311,1,-0.05997496662935706,-0.05997496662935706,-0.05997496662935706,-0.05997496662935706,4199,1,0,1,FALSE,4199
BRD-A29901043,KIN001-127,5,-0.06006225926540085,-0.0209511889323181,0.4425500218285283,-0.44123857381125264,4200,5,2,3,FALSE,4200
BRD-K37150847,BRD-K37150847,1,-0.06015144171116035,-0.06015144171116035,-0.06015144171116035,-0.06015144171116035,4201,1,0,1,FALSE,4201
BRD-K35128472,2-aminopurine,1,-0.06024245844145947,-0.06024245844145947,-0.06024245844145947,-0.06024245844145947,4202,1,0,1,FALSE,4202
BRD-K70301876,escitalopram,1,-0.060277764348998286,-0.060277764348998286,-0.060277764348998286,-0.060277764348998286,4203,1,0,1,FALSE,4203
BRD-K63423329,BRD-K63423329,1,-0.060332003212480445,-0.060332003212480445,-0.060332003212480445,-0.060332003212480445,4204,1,0,1,FALSE,4204
BRD-K17139610,BRD-K17139610,1,-0.06034786148440781,-0.06034786148440781,-0.06034786148440781,-0.06034786148440781,4205,1,0,1,FALSE,4205
BRD-M18219129,guanethidine,1,-0.06056929370571228,-0.06056929370571228,-0.06056929370571228,-0.06056929370571228,4206,1,0,1,FALSE,4206
BRD-K16606819,trimethadione,1,-0.06059206276309248,-0.06059206276309248,-0.06059206276309248,-0.06059206276309248,4207,1,0,1,FALSE,4207
BRD-K22031190,diflunisal,1,-0.06089782081714132,-0.06089782081714132,-0.06089782081714132,-0.06089782081714132,4208,1,0,1,FALSE,4208
BRD-K59720958,finasteride,1,-0.0610827901374172,-0.0610827901374172,-0.0610827901374172,-0.0610827901374172,4209,1,0,1,FALSE,4209
BRD-K78643075,bromperidol,1,-0.0612038137637432,-0.0612038137637432,-0.0612038137637432,-0.0612038137637432,4210,1,0,1,FALSE,4210
BRD-A24381660,zeranol,1,-0.061278351044813315,-0.061278351044813315,-0.061278351044813315,-0.061278351044813315,4211,1,0,1,FALSE,4211
BRD-K62459624,BRD-K62459624,1,-0.061280758689809506,-0.061280758689809506,-0.061280758689809506,-0.061280758689809506,4212,1,0,1,FALSE,4212
BRD-K62858456,lomerizine,1,-0.06135123385135076,-0.06135123385135076,-0.06135123385135076,-0.06135123385135076,4213,1,0,1,FALSE,4213
BRD-K46445327,BRD-K46445327,1,-0.06164034947409289,-0.06164034947409289,-0.06164034947409289,-0.06164034947409289,4214,1,0,1,FALSE,4214
BRD-K14868367,SA-97259,1,-0.06183105997834231,-0.06183105997834231,-0.06183105997834231,-0.06183105997834231,4215,1,0,1,FALSE,4215
BRD-A36267905,buphenine,1,-0.062125228939596044,-0.062125228939596044,-0.062125228939596044,-0.062125228939596044,4216,1,0,1,FALSE,4216
BRD-K18074178,BRD-K18074178,1,-0.06219940933813779,-0.06219940933813779,-0.06219940933813779,-0.06219940933813779,4217,1,0,1,FALSE,4217
BRD-A83859836,tropisetron,1,-0.062252393379256615,-0.062252393379256615,-0.062252393379256615,-0.062252393379256615,4218,1,0,1,FALSE,4218
BRD-K83191645,SA-1939915,1,-0.06226657957743292,-0.06226657957743292,-0.06226657957743292,-0.06226657957743292,4219,1,0,1,FALSE,4219
BRD-A54635441,levopropoxyphene,1,-0.062378429973518494,-0.062378429973518494,-0.062378429973518494,-0.062378429973518494,4220,1,0,1,FALSE,4220
BRD-K70392319,SA-1458189,1,-0.06253674444853381,-0.06253674444853381,-0.06253674444853381,-0.06253674444853381,4221,1,0,1,FALSE,4221
BRD-K98822179,BRD-K98822179,1,-0.06262777263058937,-0.06262777263058937,-0.06262777263058937,-0.06262777263058937,4222,1,0,1,FALSE,4222
BRD-K25741894,skimmianine,1,-0.06275585342795041,-0.06275585342795041,-0.06275585342795041,-0.06275585342795041,4223,1,0,1,FALSE,4223
BRD-A78377521,monastrol,1,-0.06276639062630741,-0.06276639062630741,-0.06276639062630741,-0.06276639062630741,4224,1,0,1,FALSE,4224
BRD-K15744901,catharanthine,1,-0.06277094293839053,-0.06277094293839053,-0.06277094293839053,-0.06277094293839053,4225,1,0,1,FALSE,4225
BRD-K71540055,BRD-K71540055,1,-0.06288334772029563,-0.06288334772029563,-0.06288334772029563,-0.06288334772029563,4226,1,0,1,FALSE,4226
BRD-K35188965,BRD-K35188965,1,-0.0629145000333326,-0.0629145000333326,-0.0629145000333326,-0.0629145000333326,4227,1,0,1,FALSE,4227
BRD-K16485616,mocetinostat,1,-0.06294140213447877,-0.06294140213447877,-0.06294140213447877,-0.06294140213447877,4228,1,0,1,FALSE,4228
BRD-K95517054,SD-6-035-A6,1,-0.06296695361947806,-0.06296695361947806,-0.06296695361947806,-0.06296695361947806,4229,1,0,1,FALSE,4229
BRD-K48099440,prostaglandin-e1,1,-0.063032038010418,-0.063032038010418,-0.063032038010418,-0.063032038010418,4230,1,0,1,FALSE,4230
BRD-K30645599,BRD-K30645599,1,-0.06305883537756944,-0.06305883537756944,-0.06305883537756944,-0.06305883537756944,4231,1,0,1,FALSE,4231
BRD-K59983611,sulfabenzamide,1,-0.06313369584212146,-0.06313369584212146,-0.06313369584212146,-0.06313369584212146,4232,1,0,1,FALSE,4232
BRD-K15885023,BRD-K15885023,1,-0.06319115272387256,-0.06319115272387256,-0.06319115272387256,-0.06319115272387256,4233,1,0,1,FALSE,4233
BRD-K25144184,BRD-K25144184,1,-0.06323204332846163,-0.06323204332846163,-0.06323204332846163,-0.06323204332846163,4234,1,0,1,FALSE,4234
BRD-K85518562,cilastatin,1,-0.06325989119100835,-0.06325989119100835,-0.06325989119100835,-0.06325989119100835,4235,1,0,1,FALSE,4235
BRD-K10961822,latanoprost,1,-0.06330861543871757,-0.06330861543871757,-0.06330861543871757,-0.06330861543871757,4236,1,0,1,FALSE,4236
BRD-A71033472,fendiline,1,-0.06334969872110423,-0.06334969872110423,-0.06334969872110423,-0.06334969872110423,4237,1,0,1,FALSE,4237
BRD-K16346331,BRD-K16346331,1,-0.06349929672394948,-0.06349929672394948,-0.06349929672394948,-0.06349929672394948,4238,1,0,1,FALSE,4238
BRD-K82096551,BRD-K82096551,1,-0.06356075493669684,-0.06356075493669684,-0.06356075493669684,-0.06356075493669684,4239,1,0,1,FALSE,4239
BRD-K30189597,SYK-inhibitor,1,-0.06363145086628137,-0.06363145086628137,-0.06363145086628137,-0.06363145086628137,4240,1,0,1,FALSE,4240
BRD-K52577250,SA-1459291,1,-0.06365936623891728,-0.06365936623891728,-0.06365936623891728,-0.06365936623891728,4241,1,0,1,FALSE,4241
BRD-K76418961,BRD-K76418961,1,-0.06379648167253522,-0.06379648167253522,-0.06379648167253522,-0.06379648167253522,4242,1,0,1,FALSE,4242
BRD-K74133369,oligomycin-a,1,-0.06386141369863758,-0.06386141369863758,-0.06386141369863758,-0.06386141369863758,4243,1,0,1,FALSE,4243
BRD-K74949371,BRD-K74949371,1,-0.0638641712662161,-0.0638641712662161,-0.0638641712662161,-0.0638641712662161,4244,1,0,1,FALSE,4244
BRD-K86204871,terconazole,1,-0.06389794804948304,-0.06389794804948304,-0.06389794804948304,-0.06389794804948304,4245,1,0,1,FALSE,4245
BRD-K33299843,naproxen,1,-0.06393874647657655,-0.06393874647657655,-0.06393874647657655,-0.06393874647657655,4246,1,0,1,FALSE,4246
BRD-K36533576,KU-C103875,1,-0.06396508913237371,-0.06396508913237371,-0.06396508913237371,-0.06396508913237371,4247,1,0,1,FALSE,4247
