"gene","celltype","group1","group2","comparison","logFC","logCPM","F","PValue","FDR","direction","immune_flag","luminal_flag","epithelial_flag","rank"
"DNAJB4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.12298613112093,6.01202505288975,23.5333807885729,0.000516198566377326,0.0320814282559647,"UP",FALSE,FALSE,FALSE,131
"BCKDHA","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.11689526342598,2.74811700259639,22.1563252553747,0.000653300817876391,0.0337263319457848,"UP",FALSE,FALSE,FALSE,132
"CFAP69","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.10433550777277,1.72725651905662,18.2462127152539,0.00131688543018991,0.044674910658988,"UP",FALSE,FALSE,FALSE,133
"S1PR3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.08241254439575,3.02202911303952,19.2907156750137,0.00109347938680176,0.0420056890324051,"UP",FALSE,FALSE,FALSE,134
"NEK10","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.06967734278878,1.28141963737877,16.8704618289876,0.00169879520761344,0.0486578162426297,"UP",FALSE,FALSE,FALSE,135
"YBX2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.06279926897389,1.80584824595013,19.0331300336385,0.00112632386266504,0.0422138057897841,"UP",FALSE,FALSE,FALSE,136
"ZC3HAV1L","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.04536879310631,0.994082742854963,27.4290156752852,0.000257601950741255,0.0251085005868024,"UP",FALSE,FALSE,FALSE,137
"LDLRAD4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.00832190269696,3.77640922361345,17.5447810842332,0.00153368266873766,0.0459436452669325,"UP",FALSE,FALSE,FALSE,138
"USP3-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.95879324800634,0.90504416873345,22.8058481190528,0.000532527428777428,0.0322464671269451,"UP",FALSE,FALSE,FALSE,139
"CREB3L4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.93253999601801,5.50825400775325,24.810295967986,0.000420333799513828,0.029963614190183,"UP",FALSE,FALSE,FALSE,140
"KIAA1324","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.91528204881629,5.19154590358626,40.6084363828581,5.38873756183633e-05,0.0153005002815531,"UP",FALSE,FALSE,FALSE,141
"LEKR1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.91417500418043,1.53646061043525,28.2619204126387,0.000242066315796744,0.0245087453536532,"UP",FALSE,FALSE,FALSE,142
"KRTAP5-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.89483032146288,1.54794861402284,18.4173363235159,0.00125909436746146,0.0443262305482862,"UP",FALSE,FALSE,FALSE,143
"CHADL","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.89399608275002,0.884221403238555,19.3768956080603,0.000992735476867754,0.0406968579849252,"UP",FALSE,FALSE,FALSE,144
"NPNT","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.89245689060702,2.04764337032994,27.0408806296339,0.000296280835016484,0.0265049588092486,"UP",FALSE,FALSE,FALSE,145
"MB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.87844269628615,4.9924000623823,18.160142568995,0.00135368797470154,0.0449441452912552,"UP",FALSE,FALSE,FALSE,146
"RAD54B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.87310183048144,0.844069971964225,22.1643745343426,0.000597394343128162,0.0329222258042064,"UP",FALSE,FALSE,FALSE,147
"NBPF26","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.87288136203437,1.98666416429008,17.5242285458873,0.00152491112725489,0.0459121001138935,"UP",FALSE,FALSE,FALSE,148
"MAN2B1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.85839118746508,3.17184616913655,21.291228899097,0.000759308915335807,0.0367432302683086,"UP",FALSE,FALSE,FALSE,149
"RP11-2B6.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.84711478848207,0.421501484202964,19.0424951206624,0.00100272682121831,0.0406968579849252,"UP",FALSE,FALSE,FALSE,150
"LINC00863","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.82326276455205,2.57576167915995,22.2933017583632,0.000636632911731409,0.0332602498404957,"UP",FALSE,FALSE,FALSE,151
"GATM","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.81179340545485,4.15848492452925,19.5254466296068,0.00104428283555888,0.0413314488340442,"UP",FALSE,FALSE,FALSE,152
"PTPN13","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.80707253260414,2.91974341998912,26.2221582436155,0.000339346742484545,0.0275244246703883,"UP",FALSE,FALSE,FALSE,153
"DNAJA4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.79553431420151,5.13605295612541,30.8594069481313,0.00017434049033246,0.0216862966117358,"UP",FALSE,FALSE,FALSE,154
"HIST1H2AG","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.78125034465607,1.12470376428677,22.3371148735684,0.000593630631927264,0.0329222258042064,"UP",FALSE,FALSE,FALSE,155
"LRRC75B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.78033942991022,2.70968990533562,22.3955250682555,0.0006260724107737,0.0331106853610584,"UP",FALSE,FALSE,FALSE,156
"ERMP1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.75850957884226,3.83278271300144,26.4795451414401,0.000326247436094937,0.0275244246703883,"UP",FALSE,FALSE,FALSE,157
"HIST1H3H","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.74638456655567,2.7644211401756,21.2099174621059,0.000768887942122824,0.0367432302683086,"UP",FALSE,FALSE,FALSE,158
"MVB12B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.74387173142471,0.536894491909033,18.2054304763721,0.0012013929252656,0.0431550528331124,"UP",FALSE,FALSE,FALSE,159
"SLC7A8","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.74001041149519,2.18054085663757,17.7317600209955,0.00146848563558476,0.0455993046828753,"UP",FALSE,FALSE,FALSE,160
"FRRS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.71719080964092,0.357813281042266,22.1837185628289,0.000545916869574274,0.0324100919704981,"UP",FALSE,FALSE,FALSE,161
"LRP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.71538714925723,3.08241372298158,21.4873449999505,0.000733259842383621,0.0364148547580702,"UP",FALSE,FALSE,FALSE,162
"FGFR4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.69163460878367,0.685841474854441,21.6829631837734,0.000631235024493036,0.0331106853610584,"UP",FALSE,FALSE,FALSE,163
"RNF125","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.67501697731753,1.55985890395369,18.3381366218676,0.00128251147860039,0.0445023499032362,"UP",FALSE,FALSE,FALSE,164
"NAAA","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.64273684741576,3.86579122870723,20.016580897551,0.000953833320383234,0.0405798599267929,"UP",FALSE,FALSE,FALSE,165
"TMEM135","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.631694615967,3.53498183667067,36.0381447174184,9.10119489073607e-05,0.0176621449093916,"UP",FALSE,FALSE,FALSE,166
"DSCC1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.62315341446879,2.39898203026129,17.2288459120803,0.00162701120224278,0.04764662177689,"UP",FALSE,FALSE,FALSE,167
"CAPN13","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.60121700883241,3.24217311158207,18.6846560351327,0.00122570926372137,0.0436212225979967,"UP",FALSE,FALSE,FALSE,168
"SFXN2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.59952426648297,1.72699116203581,23.6608222295302,0.00049507083147816,0.0316365550199269,"UP",FALSE,FALSE,FALSE,169
"RNF19A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.58947105402528,5.89866551131582,23.3346960845776,0.000533285115949786,0.0322464671269451,"UP",FALSE,FALSE,FALSE,170
"ATF3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.58176169675452,8.4782149214122,21.9772638524331,0.000670075552948239,0.0339219255699882,"UP",FALSE,FALSE,FALSE,171
"RP11-475O6.1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.54198901453656,0.30205043284108,20.4258826064989,0.000752599127306599,0.0367432302683086,"UP",FALSE,FALSE,FALSE,172
"MPP7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.53104953963525,3.40092105677168,27.7345097182611,0.000270902188882627,0.0259681299709,"UP",FALSE,FALSE,FALSE,173
"FN3K","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.51086001109131,3.53238214720875,17.1592212842072,0.00165729726541576,0.0479954757951114,"UP",FALSE,FALSE,FALSE,174
"LIMD2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.50831051149969,3.99124825542017,19.1605441208604,0.00111850805391753,0.0422138057897841,"UP",FALSE,FALSE,FALSE,175
"AP001372.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.50509354648561,1.5396259636016,20.4730508574839,0.000852917167735881,0.0386717489759412,"UP",FALSE,FALSE,FALSE,176
"LBX2-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.4949645110379,1.7997453957816,17.5640289466459,0.00150168990809101,0.0459070339755649,"UP",FALSE,FALSE,FALSE,177
"UCP2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.49243073959382,6.33881622304658,19.4050000959127,0.00106461671051433,0.0417671400737343,"UP",FALSE,FALSE,FALSE,178
"RP11-319G6.1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.49186208037969,2.01078563201683,21.3170412394086,0.000745309409543142,0.0367339101812943,"UP",FALSE,FALSE,FALSE,179
"PRLR","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.46504630106874,4.88210097752983,18.0836256792277,0.00137438955059684,0.0449897291236725,"UP",FALSE,FALSE,FALSE,180
"CERS4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.4256433492277,5.61188275787805,17.790116702353,0.0014555666932067,0.0455819046996882,"UP",FALSE,FALSE,FALSE,181
"NFIA","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.41438307433811,5.61266373701843,33.2075960387555,0.000128182541329057,0.0201709900276966,"UP",FALSE,FALSE,FALSE,182
"MYLIP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.40897592585958,4.72877126552811,17.4631909051181,0.00155533512062332,0.0461926105469972,"UP",FALSE,FALSE,FALSE,183
"NOSTRIN","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.39977914335895,2.86394090579548,22.3872895020242,0.000626630758832687,0.0331106853610584,"UP",FALSE,FALSE,FALSE,184
"PODXL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.34613057110584,4.51242450267054,19.0712086153743,0.001136144615188,0.0422768798261268,"UP",FALSE,FALSE,FALSE,185
"VAV3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.33313596126576,5.16622460891948,18.7355622485422,0.00121028171809268,0.0431898620765259,"UP",FALSE,FALSE,FALSE,186
"KLF2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.323898918799,3.85039101730337,18.8677985835356,0.00118262780479373,0.0430059542349784,"UP",FALSE,FALSE,FALSE,187
"RIC1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.28828610015195,3.1539326433846,22.7845498750195,0.00058648832406345,0.0329222258042064,"UP",FALSE,FALSE,FALSE,188
"NBPF1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.28764692518132,2.90220980690782,19.8920813044248,0.000974795018264012,0.0406968579849252,"UP",FALSE,FALSE,FALSE,189
"VPS13B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.27328231691709,3.09382127266274,27.5695478662569,0.000277208983422197,0.0260476728955202,"UP",FALSE,FALSE,FALSE,190
"ENOX1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.26539130360345,0.866885560765765,21.9203182611636,0.000621382267448215,0.0331106853610584,"UP",FALSE,FALSE,FALSE,191
"MAP4K2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.22131720180847,2.54597718148808,18.8987168628683,0.00117104643570914,0.042843242287947,"UP",FALSE,FALSE,FALSE,192
"NPDC1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.18565713370638,6.65231743305356,17.4060368943442,0.00157106508066703,0.0463198217123975,"UP",FALSE,FALSE,FALSE,193
"CCDC157","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.18405675925176,2.52598625951431,20.8118705077749,0.000821795133065285,0.0379274425193134,"UP",FALSE,FALSE,FALSE,194
"MAGI3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.16138959883362,3.9713666763719,29.5155121296321,0.000210104429430916,0.0233494514010002,"UP",FALSE,FALSE,FALSE,195
"ATP7A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.15261754058463,2.52300826727258,20.0804814755925,0.000937970837888481,0.0401666790611851,"UP",FALSE,FALSE,FALSE,196
"SSX2IP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.13260699491116,2.91970469494752,17.4394309491629,0.00156321367902709,0.0461926105469972,"UP",FALSE,FALSE,FALSE,197
"FOXA1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.12876072294729,4.94205896018252,23.9921284357402,0.000479470612561756,0.0315189413230928,"UP",FALSE,FALSE,FALSE,198
"DNAJC3-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.11299933576733,3.89193640237154,22.5698436074826,0.000607999273918862,0.0331106853610584,"UP",FALSE,FALSE,FALSE,199
"SERTAD4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.11173542597129,3.5185973332376,18.1130422950638,0.0013687641738875,0.0449897291236725,"UP",FALSE,FALSE,FALSE,200
"GOLPH3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.11088721036037,6.0294412261731,18.9107745285315,0.00116934430819715,0.042843242287947,"UP",FALSE,FALSE,FALSE,201
"TRIQK","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.08294199087561,4.28356121386856,18.9687454945324,0.00115907400306346,0.0427645919604856,"UP",FALSE,FALSE,FALSE,202
"BCKDHB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.07964918083667,3.187176060152,26.597622412364,0.000320064754209454,0.0275244246703883,"UP",FALSE,FALSE,FALSE,203
"SREBF1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.0674062040693,5.23465141990085,18.4002185992579,0.00129135522650077,0.0445023499032362,"UP",FALSE,FALSE,FALSE,204
"KIAA1468","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.0069054220201,3.26942261593039,20.5605815062282,0.000863241723604744,0.0388786212137985,"UP",FALSE,FALSE,FALSE,205
"B3GALNT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",2.00181231184,2.80354012134755,19.8512596740446,0.000980507735513338,0.0406968579849252,"UP",FALSE,FALSE,FALSE,206
"LMBRD2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.93277635861187,2.81502732039744,18.50809296913,0.0012642541452937,0.0443404753468482,"UP",FALSE,FALSE,FALSE,207
"DOPEY2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.92659662046999,3.62487292229542,19.804391170796,0.000991167877212319,0.0406968579849252,"UP",FALSE,FALSE,FALSE,208
"AR","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.89943699766152,4.68316714014718,24.7660354531201,0.00042377305835509,0.029963614190183,"UP",FALSE,FALSE,FALSE,209
"DENND6B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.87086852520124,2.1889166443171,18.2231718861059,0.00132475770828665,0.0447040141103129,"UP",FALSE,FALSE,FALSE,210
"FAM214A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.85922277656376,4.36884536167447,23.2409632526957,0.000542897820331037,0.0323780293668661,"UP",FALSE,FALSE,FALSE,211
"RANBP10","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.85299070471722,2.68434084830996,18.3463579345967,0.0013028772641717,0.0445468061448864,"UP",FALSE,FALSE,FALSE,212
"TMEM241","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.82540704459574,4.33080087855372,17.6662948759678,0.0014942491219819,0.0458131168596374,"UP",FALSE,FALSE,FALSE,213
"SLC25A16","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.81113795351663,3.38071087469962,18.1855128285852,0.00134885383067555,0.0449441452912552,"UP",FALSE,FALSE,FALSE,214
"MON2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.79501054813827,3.98822422104147,17.5915509735635,0.00151737980290173,0.0459121001138935,"UP",FALSE,FALSE,FALSE,215
"KAT6B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.77622573133582,4.21374503608084,29.69766221325,0.000204658080114481,0.0232438189945673,"UP",FALSE,FALSE,FALSE,216
"KDM6A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.76838307345886,3.92162542835677,17.1430655844149,0.00166129165812775,0.0480047131566517,"UP",FALSE,FALSE,FALSE,217
"PIGQ","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.7286916185394,4.04734664598254,25.7925379390956,0.000361595107425304,0.0280284698676022,"UP",FALSE,FALSE,FALSE,218
"TCTA","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.65778789037572,4.45319974023507,18.2620669043975,0.00132801144436118,0.0447040141103129,"UP",FALSE,FALSE,FALSE,219
"HMHA1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.64280714143716,3.37282907025489,17.7868597606695,0.00145878846676898,0.0455819046996882,"UP",FALSE,FALSE,FALSE,220
"EDEM3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",1.62920527027231,3.78233301397418,17.7386194831109,0.00147331035726004,0.0455993046828753,"UP",FALSE,FALSE,FALSE,221
