"gene","celltype","group1","group2","comparison","logFC","logCPM","F","PValue","FDR","direction","immune_flag","luminal_flag","epithelial_flag"
"ATP8A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.77099274132142,1.54875877954578,45.2479031799756,2.72297612918471e-05,0.0144680790356663,"HER2_Positive_higher",FALSE,FALSE,FALSE
"BEST1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.76745804184546,5.91183321332543,36.0224355954054,8.35573039657109e-05,0.0176621449093916,"Normal_higher",FALSE,FALSE,FALSE
"MTSS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.76072483823319,5.50594040358418,19.9064382039418,0.000972014464521047,0.0406968579849252,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SAMD13","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.71161896872302,2.06700924157955,25.8938734912109,0.000336080807892575,0.0275244246703883,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ST6GALNAC5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.70901691064932,2.33601002775597,19.8682753874761,0.000772033038132664,0.0367432302683086,"Normal_higher",FALSE,FALSE,FALSE
"AKAP12","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.67775113089847,4.05928153006597,16.0296168534821,0.0016554203141254,0.0479954757951114,"Normal_higher",FALSE,FALSE,FALSE
"CXCL3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.67332143590672,7.41009666503868,17.9408630175855,0.00141146252826409,0.0452951156797476,"Normal_higher",FALSE,FALSE,FALSE
"DAPK1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.6732737409415,2.44718085794002,25.5133716957548,0.000368631023737333,0.0281529817257313,"HER2_Positive_higher",FALSE,FALSE,FALSE
"WBP1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.65916537363036,4.40381464667687,29.978792249469,0.000197786792830168,0.0231636525653445,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PTRF","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.64221696637408,5.31595865949556,32.5407059148279,0.000121446925433687,0.0198277286636173,"Normal_higher",FALSE,FALSE,FALSE
"RP11-290D2.6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.58711628012642,3.20585934191975,21.0497645066642,0.000792954569592724,0.0373890961496411,"HER2_Positive_higher",FALSE,FALSE,FALSE
"GRB7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.58542726310899,8.62908771621482,17.5806156463798,0.00151644554081115,0.0459121001138935,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PIP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.57208443778675,7.29707592286599,17.5888103449306,0.00151452587063653,0.0459121001138935,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ROPN1B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.57039175640075,3.04118510584322,19.4095877495583,0.000758597947411672,0.0367432302683086,"Normal_higher",FALSE,FALSE,FALSE
"DOK5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.56912610584799,0.854177728193695,16.6062544307135,0.00128880242001056,0.0445023499032362,"Normal_higher",FALSE,FALSE,FALSE
"TMOD1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.5613638118139,2.35567816250017,16.4943189176424,0.00153975210876944,0.0460199137131297,"Normal_higher",FALSE,FALSE,FALSE
"EGR2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.55433163770601,2.28376760265932,45.3621564505423,3.19133582798334e-05,0.0144680790356663,"HER2_Positive_higher",FALSE,FALSE,FALSE
"RBPMS-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.55224437038988,3.77333379478878,28.9745336678418,0.000142993155314494,0.021223109108666,"Normal_higher",FALSE,FALSE,FALSE
"CYP4X1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.54696608133556,3.90216690167184,22.9967617554164,0.000568531627265636,0.0328521049934423,"HER2_Positive_higher",FALSE,FALSE,FALSE
"KRT5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.54331845548676,5.76862347989499,23.9353168600817,0.000458814082423083,0.0310495892773466,"Normal_higher",FALSE,FALSE,TRUE
"ACSL4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.53455175747202,2.54570083282415,43.545783733374,2.2494511747895e-05,0.0141451235792237,"Normal_higher",FALSE,FALSE,FALSE
"PAPSS2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.52182131588615,5.11569407770947,35.814589423752,9.33074036251453e-05,0.0176621449093916,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SFRP1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.50268351672161,6.89778776888596,18.9674999528231,0.00115247552749515,0.0427360131918435,"Normal_higher",FALSE,FALSE,FALSE
"GET4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.49009129035704,3.29486177862784,21.4154406524023,0.000744454023058738,0.0367339101812943,"HER2_Positive_higher",FALSE,FALSE,FALSE
"FGF2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.48332326434804,2.3186806805345,16.6265911639673,0.00149374884804905,0.0458131168596374,"Normal_higher",FALSE,FALSE,FALSE
"FZD4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.48308055070851,2.14262405375804,22.7486716350201,0.000573484414555152,0.0328521049934423,"HER2_Positive_higher",FALSE,FALSE,FALSE
"RARRES1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.47114573225955,10.0851000621201,22.7224227884253,0.000590524651777499,0.0329222258042064,"Normal_higher",FALSE,FALSE,FALSE
"RP11-793H13.3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.46094614592524,0.913286660865745,19.5970973698552,0.000855687577830717,0.0386717489759412,"HER2_Positive_higher",FALSE,FALSE,FALSE
"HES7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.43689078061789,1.47011346082339,19.146214122103,0.000878283745921652,0.0391489707528652,"Normal_higher",FALSE,FALSE,FALSE
"HOXA-AS2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.43312878730022,1.12933124108184,44.6622730681891,1.8412659057275e-05,0.0139684146224573,"Normal_higher",FALSE,FALSE,FALSE
"PDE4D","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.42410181584936,2.58467804625003,19.8280061476494,0.000980789279703053,0.0406968579849252,"HER2_Positive_higher",FALSE,FALSE,FALSE
"KRT16","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.4086016752255,7.09947420798787,19.1351688081511,0.00111950778983456,0.0422138057897841,"Normal_higher",FALSE,FALSE,FALSE
"CTD-2139B15.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.38551506452959,1.32352132041934,16.7358336914243,0.00144222973659571,0.0454283676219455,"Normal_higher",FALSE,FALSE,FALSE
"ASCL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.3805525664145,2.65969926752913,40.5898107304516,5.37714282325477e-05,0.0153005002815531,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SLC43A3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.37977380549409,5.29511528385678,24.4369208134726,0.000411484834386858,0.029963614190183,"Normal_higher",FALSE,FALSE,FALSE
"SLC40A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.36594679491419,5.59306479852549,36.6009170437594,8.47781302890246e-05,0.0176621449093916,"HER2_Positive_higher",FALSE,FALSE,FALSE
"DSC3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.35491241219102,2.41903997506513,20.5214355389977,0.000644120549593395,0.0334201079667587,"Normal_higher",FALSE,FALSE,FALSE
"RP11-798G7.6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.35317207892085,0.749216514042567,21.7640838429156,0.000444802117603613,0.030773892315494,"Normal_higher",FALSE,FALSE,FALSE
"GYG2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.35100410430159,1.22327774135982,18.8430410868014,0.00107254589813942,0.0417671400737343,"HER2_Positive_higher",FALSE,FALSE,FALSE
"IGF2BP2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.34324179587129,3.93920804828036,28.5727105485327,0.000165592099369731,0.0216862966117358,"Normal_higher",FALSE,FALSE,FALSE
"CLMP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.33146511124514,1.30814409620749,25.4499453749964,0.000272545080473404,0.0259681299709,"Normal_higher",FALSE,FALSE,FALSE
"GJA1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.31137274103114,1.27045644153877,19.6051292519444,0.000790380502163788,0.0373890961496411,"Normal_higher",FALSE,FALSE,FALSE
"AKT3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.29947490363031,2.63506451007518,17.7276103163289,0.00110547358952493,0.0422138057897841,"Normal_higher",FALSE,FALSE,FALSE
"OSMR-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.2841661141642,1.90793175608584,21.0421555970739,0.000619226122616685,0.0331106853610584,"Normal_higher",FALSE,FALSE,FALSE
"SCGB2A2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.28049151592302,11.0380014565287,19.5673922549834,0.00103243083910308,0.0412916846221031,"HER2_Positive_higher",FALSE,FALSE,FALSE
"AC144450.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.22321380569393,1.0057879895819,32.877763704394,0.000107393228661213,0.018541570670083,"HER2_Positive_higher",FALSE,FALSE,FALSE
"RASL11A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.20917390861985,3.74069945474786,31.7891001865158,0.000155484236929076,0.0216862966117358,"HER2_Positive_higher",FALSE,FALSE,FALSE
"FBXO2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.20569713166132,7.15646472543983,18.0000528959135,0.0013965390923567,0.0452453189244772,"Normal_higher",FALSE,FALSE,FALSE
"CH507-42P11.8","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.1606565511807,2.3612231027136,17.5277045431909,0.00152559922283361,0.0459121001138935,"HER2_Positive_higher",FALSE,FALSE,FALSE
"RP11-803D5.4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.15198917721036,1.82252033298336,32.9527667887149,9.12512929531163e-05,0.0176621449093916,"Normal_higher",FALSE,FALSE,FALSE
"ZBTB16","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.1424621714691,2.05998224810635,24.6843304309589,0.000310473773524519,0.0275244246703883,"Normal_higher",FALSE,FALSE,FALSE
"TRPV6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.13959604904612,3.41539915444163,18.5219310522671,0.0012685739517076,0.0443404753468482,"HER2_Positive_higher",FALSE,FALSE,FALSE
"EPHB6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.13257171818863,3.11861391944926,20.3783819394186,0.000895672012266882,0.0391489707528652,"HER2_Positive_higher",FALSE,FALSE,FALSE
"STARD3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.12208087883932,7.57582570456323,17.1478176239698,0.00165535482875064,0.0479954757951114,"HER2_Positive_higher",FALSE,FALSE,FALSE
"GGT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.12049325855629,2.71075737412158,26.0515675021815,0.000347577507381069,0.0275244246703883,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ALDH1A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.10526261567744,1.92581034095695,18.8499156500662,0.00115502738356334,0.0427360131918435,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PRSS27","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.07410885392113,3.5763623898965,19.4310535537367,0.00106693286481292,0.0417671400737343,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ABCA1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.06670851121281,2.57777478988027,20.4171766052934,0.000884177205928237,0.0391489707528652,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SIDT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.06230232368533,2.19449142814366,26.103245719618,0.000341658911045155,0.0275244246703883,"HER2_Positive_higher",FALSE,FALSE,FALSE
"TPPP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.05778995572063,3.98928969593503,19.118670241893,0.00113040196641916,0.0422138057897841,"HER2_Positive_higher",FALSE,FALSE,FALSE
"AMACR","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.05683417801278,1.60061419048664,22.8040654633486,0.00055487596870988,0.032792918675655,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ARHGAP4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.02671927391547,0.846315073090239,28.7586485351438,0.000198586580033112,0.0231636525653445,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CMTM7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.98827770645319,6.28296239151373,19.5653956723066,0.00102710484602721,0.0412769735198812,"Normal_higher",FALSE,FALSE,FALSE
"ZNF10","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.96884944919445,3.33650011167413,42.5299358698097,4.4444952617831e-05,0.015276198056355,"HER2_Positive_higher",FALSE,FALSE,FALSE
"LAMC2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.95101617989126,4.5920217159375,25.3369260794986,0.000341708520643229,0.0275244246703883,"Normal_higher",FALSE,FALSE,FALSE
"FOS","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.92706963666299,10.6256041433065,18.0273228254155,0.00138749875369197,0.0451923222493036,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SLC9A2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.89724740017698,0.967243885231924,16.6556290824424,0.00167418358809913,0.0482704455721031,"HER2_Positive_higher",FALSE,FALSE,FALSE
"FNDC4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.8937964960814,2.88211611215088,23.8235242517608,0.000323535283023554,0.0275244246703883,"Normal_higher",FALSE,FALSE,FALSE
"MYB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.87866273686598,3.33910950398997,31.4187597750676,0.000163232327223305,0.0216862966117358,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MT-ND4L","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.8785645442977,10.5399719886607,20.7381371136622,0.000833254517798571,0.0381864465156742,"HER2_Positive_higher",FALSE,FALSE,FALSE
"TMEM156","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.85703263526986,1.82380718825636,18.9980357407806,0.000895997595335383,0.0391489707528652,"Normal_higher",FALSE,FALSE,FALSE
"MIR99AHG","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.83713190256623,1.84190075824252,19.6726549391628,0.000991803732222046,0.0406968579849252,"HER2_Positive_higher",FALSE,FALSE,FALSE
"LIPG","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.82429187071962,1.44099731463432,21.9620666835253,0.000522734930392872,0.0322049100276477,"Normal_higher",FALSE,FALSE,FALSE
"METTL7A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.79844289967802,3.37295186190168,22.0400604887024,0.00066815277554672,0.0339219255699882,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MSMB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.79484867419403,3.13401373790552,17.7200156518505,0.00148400344349935,0.0458131168596374,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ADAM12","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.78872912781455,0.235695142034555,35.7185440478875,4.58972567008493e-05,0.0153005002815531,"Normal_higher",FALSE,FALSE,FALSE
"ACY1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.76999545948172,2.93501550537972,40.4313790554375,5.54603392458995e-05,0.0154120742742701,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ELOVL6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.75974739052318,2.6938218876558,31.4978057097793,9.24313626579653e-05,0.0176621449093916,"Normal_higher",FALSE,FALSE,FALSE
"SDCBP2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.75144460132634,6.08866916831888,23.7884248290132,0.00049173127770656,0.0316365550199269,"Normal_higher",FALSE,FALSE,FALSE
"DACH1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.74155554651514,1.46210646836507,19.4560560474033,0.00101993205273218,0.0411550652134058,"HER2_Positive_higher",FALSE,FALSE,FALSE
"C5orf49","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.73736861840191,1.95094427539948,29.4291314060536,0.000208270655585644,0.0233494514010002,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ENTPD3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.72705376511782,1.28461021777437,22.4206516888792,0.000580357424104085,0.0329222258042064,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CTSV","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.72646603404733,4.73725156718354,17.5471809360943,0.00144691837766858,0.0454283676219455,"Normal_higher",FALSE,FALSE,FALSE
"IL23A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.72620444150836,2.39800698655102,18.5988046451569,0.000892645555024717,0.0391489707528652,"Normal_higher",FALSE,FALSE,FALSE
"IFI27L2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.70545238005836,5.13530235938952,18.5794957012684,0.00120600216553756,0.0431550528331124,"Normal_higher",FALSE,FALSE,FALSE
"C9orf47","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.66250110399998,0.496762472937282,17.1543957331601,0.00143000387294639,0.0454283676219455,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SERPINB8","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.65617869712594,3.54550601353408,51.5196454937558,1.14373829425783e-05,0.0114910506625396,"Normal_higher",FALSE,FALSE,FALSE
"TXNIP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.63818521242901,6.96691261167555,22.6855091976699,0.000595345353525611,0.0329222258042064,"Normal_higher",FALSE,FALSE,FALSE
"SLC2A13","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.6256489509134,2.03389830833877,30.8882086474142,0.000171345426718884,0.0216862966117358,"HER2_Positive_higher",FALSE,FALSE,FALSE
"TPT1-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.61493650662358,6.24882955360412,46.3429188138229,2.97564260752529e-05,0.0144680790356663,"Normal_higher",FALSE,FALSE,FALSE
"C21orf33","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.61335159005006,1.41547041409983,22.5310081452074,0.000586621459066565,0.0329222258042064,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ALDH1A3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.60899473077756,6.89789120781615,23.7462792795285,0.000499299272930118,0.0316570281734965,"Normal_higher",FALSE,FALSE,FALSE
"LYN","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.60721255790079,5.06418086569271,20.9902039783497,0.000769316304390372,0.0367432302683086,"Normal_higher",FALSE,FALSE,FALSE
"RP11-321G12.1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.59866693530397,0.0402391465114562,18.3041470133742,0.00103379380379969,0.0412916846221031,"HER2_Positive_higher",FALSE,FALSE,FALSE
"TTC6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.59603613437166,2.64568092937889,78.5492398457661,2.5391103793579e-06,0.00473761723782764,"HER2_Positive_higher",FALSE,FALSE,FALSE
"HENMT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.59443971976483,3.45331919987319,37.1354022161272,8.03162380447048e-05,0.0176508409119218,"HER2_Positive_higher",FALSE,FALSE,FALSE
"AP000769.1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.59368546645297,4.28347439463564,22.970400351517,0.000568714824157503,0.0328521049934423,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PARD6G-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.58965064231154,3.35988970984672,27.442217874401,0.000283683670008661,0.0262696300387464,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PTK6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.58337915353649,3.66548017946613,23.6290566928117,0.000511571216629286,0.0319695294755746,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MMP14","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.57901336168408,4.07646709622544,17.5887370790799,0.00136664261964444,0.0449897291236725,"Normal_higher",FALSE,FALSE,FALSE
"HSPA1B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.57654734146485,9.55801711012464,27.0876726812618,0.000296227704829996,0.0265049588092486,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NBL1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.56702019345169,4.13336490599088,19.1809949604372,0.00100150553310292,0.0406968579849252,"Normal_higher",FALSE,FALSE,FALSE
"CRACR2B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.56036501418422,6.34257289254767,39.0728733479865,6.3708683124436e-05,0.0160019059670819,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ELK3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.55341004813531,4.1070935623617,42.9438026882824,3.38524496173601e-05,0.0146631972079282,"Normal_higher",FALSE,FALSE,FALSE
"SPDEF","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.54609718138218,6.76310885735762,32.1687900832417,0.000146344608442702,0.0214764823693273,"HER2_Positive_higher",FALSE,FALSE,FALSE
"DNAJB1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.5435809593465,9.43589052058664,29.4502241739514,0.000210951325726822,0.0233494514010002,"HER2_Positive_higher",FALSE,FALSE,FALSE
"COL6A2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.54086414335282,5.03466312601382,25.245028533836,0.000377222853004799,0.0283991477391347,"Normal_higher",FALSE,FALSE,FALSE
"HIST1H2AK","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.53549572053641,0.100825331289458,17.3213635453021,0.00130871828263535,0.0446296853511758,"HER2_Positive_higher",FALSE,FALSE,FALSE
"EPB41L3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.53264444813067,1.86263452941038,17.1544466145009,0.00163134520031228,0.0476666659089007,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NR4A2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.53141375750907,5.49573294774793,24.0986394913615,0.000471080097200751,0.0313609197056284,"HER2_Positive_higher",FALSE,FALSE,FALSE
"BLNK","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.52686410396921,3.58580183203431,25.2217009676938,0.000396701613471506,0.0291085380536592,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PRKACB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.52405634841418,3.77007173214686,39.9161664765977,5.8594648093462e-05,0.0156184632397695,"HER2_Positive_higher",FALSE,FALSE,FALSE
"HSPA1A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.51573601545106,10.3660116737112,20.1774737252327,0.000922345546219712,0.0397604957064943,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CEBPB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.51414881699473,8.25427552208698,21.3024843480368,0.00075480208235109,0.0367432302683086,"Normal_higher",FALSE,FALSE,FALSE
"RIMS2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.5041367491127,0.96666169207436,23.3722955503976,0.000480228873998582,0.0315189413230928,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NGRN","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.50065516502454,5.58262381177632,19.7921176376982,0.000991219486816718,0.0406968579849252,"HER2_Positive_higher",FALSE,FALSE,FALSE
"GRHL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.49572839584861,4.87313050006836,29.8127620175684,0.000201342102762716,0.0231636525653445,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NES","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.49389731145866,2.19208317059726,15.6592071428199,0.00171892589014245,0.0490194127754377,"Normal_higher",FALSE,FALSE,FALSE
"GPR160","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.48049125433381,5.82844288588711,33.821930186119,0.000118613642824732,0.0196102884675168,"HER2_Positive_higher",FALSE,FALSE,FALSE
"RP4-639F20.1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.47103446216527,0.596166030874885,22.1438876976514,0.000490828019776209,0.0316365550199269,"Normal_higher",FALSE,FALSE,FALSE
"C9orf152","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",3.43921806120536,4.13228486159291,43.3881462494185,4.04341248088916e-05,0.0146697251146926,"HER2_Positive_higher",FALSE,FALSE,FALSE
"BIRC3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.43038775201952,6.94077399910751,17.5798614369621,0.00151997621714844,0.0459121001138935,"Normal_higher",FALSE,FALSE,FALSE
"PINX1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.42247319833184,3.76473373547002,27.0121462019033,0.000248513679155572,0.0247773829271063,"Normal_higher",FALSE,FALSE,FALSE
"ABL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.42146625919886,5.05391029318056,25.4013584436721,0.000370745950296745,0.0281529817257313,"Normal_higher",FALSE,FALSE,FALSE
"CD68","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-3.42083548456017,5.29355000864641,20.745115460335,0.000818072449602953,0.0379274425193134,"Normal_higher",FALSE,FALSE,FALSE
