"gene","celltype","group1","group2","comparison","logFC","logCPM","F","PValue","FDR","direction","immune_flag","luminal_flag","epithelial_flag"
"SERPINB4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-17.1147617074804,8.46374935648229,54.4888545977495,8.07286455341252e-05,0.0176508409119218,"Normal_higher",FALSE,FALSE,FALSE
"SERPINB3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-15.1696176603583,6.52558161784308,53.217299647334,8.77027897362084e-05,0.0176621449093916,"Normal_higher",FALSE,FALSE,FALSE
"SERPINB7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-14.4603631236789,5.82212238522029,31.2180681549149,0.0005324341591046,0.0322464671269451,"Normal_higher",FALSE,FALSE,FALSE
"CXCL5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-13.8856869686741,5.2544933470076,55.3019749304554,7.66309735239456e-05,0.0175592481613378,"Normal_higher",FALSE,FALSE,FALSE
"CYP1A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-13.5664997704598,4.93982833291761,26.0706924396187,0.00094566870532064,0.0403639835300421,"Normal_higher",FALSE,FALSE,FALSE
"OVOS2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-11.8867824892606,8.57161778754897,23.9565543790949,0.00034729467956894,0.0275244246703883,"Normal_higher",FALSE,FALSE,FALSE
"AC005152.3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-11.671978773689,3.09974464423842,39.6473680466092,0.000241522260229826,0.0245087453536532,"Normal_higher",FALSE,FALSE,FALSE
"HMGA2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-11.6662638208327,3.10272015017544,22.5014762505888,0.00148925427721104,0.0458131168596374,"Normal_higher",FALSE,FALSE,FALSE
"RNASE7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-10.9676233064298,2.43621630700911,50.1635914711993,0.000107890618706554,0.018541570670083,"Normal_higher",FALSE,FALSE,FALSE
"PRSS3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-10.19331163346,4.78058238051884,40.3228143050549,3.08304991510419e-05,0.0144680790356663,"Normal_higher",FALSE,FALSE,FALSE
"AKR1C1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-9.9582205588027,7.81752850550678,21.9142978284615,0.000496554151985683,0.0316365550199269,"Normal_higher",FALSE,FALSE,FALSE
"LINC01589","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-9.5636799117269,1.13872057802055,44.4233379536276,0.000164714763786915,0.0216862966117358,"Normal_higher",FALSE,FALSE,FALSE
"TNFAIP6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-9.52157143924904,6.29210346356187,19.7896025342067,0.00076705558222138,0.0367432302683086,"Normal_higher",FALSE,FALSE,FALSE
"DIO1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",9.49180649621615,3.48813793717888,47.0968907527123,6.5574107057908e-06,0.0077860310207576,"HER2_Positive_higher",FALSE,FALSE,FALSE
"LAPTM5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",9.27480156787835,3.47917579957133,52.286669547922,3.3599250846349e-06,0.00487599794782404,"HER2_Positive_higher",TRUE,FALSE,FALSE
"KRT6B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-9.18012754124701,8.63480723094578,48.7119797173684,1.35079336719164e-05,0.0126019372634929,"Normal_higher",FALSE,FALSE,TRUE
"PTPRC","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",8.9117429985571,3.31628836809687,24.9659880265294,0.000176077493076942,0.0216957371422448,"HER2_Positive_higher",TRUE,FALSE,FALSE
"IL7R","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",8.78989104595254,4.36893911484663,35.882325116658,5.27950583881546e-05,0.0153005002815531,"HER2_Positive_higher",TRUE,FALSE,FALSE
"PI3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-8.70747527622106,10.3066805726811,22.8893457288224,0.000560358065222189,0.0328521049934423,"Normal_higher",FALSE,FALSE,FALSE
"ZPLD1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-8.31720800808908,0.0227535476487124,35.7925312640907,0.000343319514502482,0.0275244246703883,"Normal_higher",FALSE,FALSE,FALSE
"AKR1C3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-8.28122318398351,8.12678612939689,17.3083794495063,0.00135579153546854,0.0449441452912552,"Normal_higher",FALSE,FALSE,FALSE
"MUCL1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",8.25473156822557,11.8227398180035,35.2610270601572,9.91855108963162e-05,0.0179925271918998,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ATP6V0C","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",8.20734847272152,6.91238801891291,31.8878344825391,0.000152780187312295,0.0216862966117358,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CYTIP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",8.07533900099333,2.87845962528662,31.5006963376221,6.94018080612314e-05,0.0171029625488253,"HER2_Positive_higher",FALSE,FALSE,FALSE
"LINC01198","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-8.02266036595789,2.91066918230457,24.066642389708,0.000285605042914171,0.0262696300387464,"Normal_higher",FALSE,FALSE,FALSE
"SAA1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.95277440467172,11.3808089045741,29.782656590954,0.000202178729993819,0.0231636525653445,"Normal_higher",FALSE,FALSE,FALSE
"VNN1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.89983697670549,5.17389600888927,41.9499461170889,3.01620767346808e-05,0.0144680790356663,"Normal_higher",FALSE,FALSE,FALSE
"KRT6A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.68180213764108,5.35880878419405,19.3897195586215,0.00083288136955996,0.0381864465156742,"Normal_higher",FALSE,FALSE,TRUE
"NKAPL","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.66047422382442,2.33772298381075,43.56186442258,2.11328921026472e-05,0.0141451235792237,"Normal_higher",FALSE,FALSE,FALSE
"TCN1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.65014652733152,5.69258446369377,73.2257353063947,1.45914819495091e-06,0.00459794992152523,"Normal_higher",FALSE,FALSE,FALSE
"SOX10","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.63707604008617,3.38917531654681,39.4141425260248,2.30956427416878e-05,0.0141451235792237,"Normal_higher",FALSE,FALSE,FALSE
"SAA2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.6258637135822,10.2150944917759,22.5492118886275,0.000607189740948175,0.0331106853610584,"Normal_higher",FALSE,FALSE,FALSE
"COX7A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.61489045334842,3.87635888820111,35.3699146379624,5.10205180709182e-05,0.0153005002815531,"Normal_higher",FALSE,FALSE,FALSE
"CTD-2015G9.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.43455986834316,2.3624312079551,20.7400907928129,0.000538645692912503,0.0322717953905055,"Normal_higher",FALSE,FALSE,FALSE
"GPR183","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",7.43276172683135,1.95971123141511,22.9802763245538,0.000289279940335168,0.02631250909761,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MIA","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.42565576180058,5.16243372531352,28.2520579825915,0.000174086390552889,0.0216862966117358,"Normal_higher",FALSE,FALSE,FALSE
"NEURL3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.3942201399731,4.60042046015033,17.2855080175737,0.00132407721928727,0.0447040141103129,"Normal_higher",FALSE,FALSE,FALSE
"MMP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.37366690143505,2.07103900866886,28.2349743386713,0.000162264869517788,0.0216862966117358,"Normal_higher",FALSE,FALSE,FALSE
"LINC01564","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.22203453109531,1.9723206315906,38.5731635659166,3.69791029432994e-05,0.0146631972079282,"Normal_higher",FALSE,FALSE,FALSE
"CYSLTR1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",7.21354041551823,3.10015046494832,29.9093978602984,0.000134695363397639,0.0206475065729336,"HER2_Positive_higher",FALSE,FALSE,FALSE
"C6orf15","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.20098518851908,3.27133026867821,37.0626311644779,3.68869177471711e-05,0.0146631972079282,"Normal_higher",FALSE,FALSE,FALSE
"LAMB3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-7.18556775047,6.74604821469835,77.2811193970956,1.31413697305692e-06,0.00459794992152523,"Normal_higher",FALSE,FALSE,FALSE
"LRRC26","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",7.1723817430159,6.6730105374099,41.335367033815,5.01713842251088e-05,0.0153005002815531,"HER2_Positive_higher",FALSE,FALSE,FALSE
"FKBP1B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.99843634375255,3.12993569565605,59.836125983635,3.14265311921896e-06,0.00487599794782404,"Normal_higher",FALSE,FALSE,FALSE
"LOX","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.97703734527851,1.71016276794089,30.3587598597952,0.000117220448907614,0.0196102884675168,"Normal_higher",FALSE,FALSE,FALSE
"PNMT","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",6.94289774830707,5.09955790941858,25.7383039958941,0.000362668356758653,0.0280284698676022,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CTB-131K11.1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",6.90851809199601,2.84364592745144,24.2782433622878,0.000336661685856518,0.0275244246703883,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CCL20","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.88761045166167,5.57352245971666,37.2220288584565,4.16761170691366e-05,0.0147116693254052,"Normal_higher",FALSE,FALSE,FALSE
"RHCG","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.86734833014151,4.3117517269542,18.2388226388758,0.00107767599761492,0.0417671400737343,"Normal_higher",FALSE,FALSE,FALSE
"RGS20","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.78369867755307,2.44238848710617,38.1204010392669,2.63524767157536e-05,0.0144680790356663,"Normal_higher",FALSE,FALSE,FALSE
"IGFBP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.74759535462461,6.91906592622633,27.9428016536243,0.00021460098068751,0.0235538101576435,"Normal_higher",FALSE,FALSE,FALSE
"TNIP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.57422899893886,4.40050338754126,17.1841828254569,0.00130083134424017,0.0445468061448864,"Normal_higher",FALSE,FALSE,FALSE
"DEFB1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.52658797266238,8.94614896357039,29.9140635442807,0.000197154782637863,0.0231636525653445,"Normal_higher",FALSE,FALSE,FALSE
"ALB","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",6.52148246346892,0.0287359618399096,38.4612719012353,1.77468052660129e-05,0.0139684146224573,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NR4A3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",6.48164989004154,2.6670816489037,40.7398393354858,4.01389374811442e-05,0.0146697251146926,"HER2_Positive_higher",FALSE,FALSE,FALSE
"KCCAT211","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.45323727104458,4.12038838359994,20.5034852382217,0.000674130794312509,0.033995452913188,"Normal_higher",FALSE,FALSE,FALSE
"CD7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",6.39832172795219,3.35009648117462,23.9197082960989,0.000457918800313348,0.0310495892773466,"HER2_Positive_higher",TRUE,FALSE,FALSE
"PGAP3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",6.3476753675934,6.2143941404249,29.1353054421183,0.000221829557832479,0.0237725457013863,"HER2_Positive_higher",FALSE,FALSE,FALSE
"VNN3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.31582798954473,3.63617996607842,32.648476236528,9.64235909338202e-05,0.0177378664955863,"Normal_higher",FALSE,FALSE,FALSE
"MNX1-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",6.3109243274926,2.00722606595923,29.7540743668437,0.0001264872933903,0.0201469577923256,"HER2_Positive_higher",FALSE,FALSE,FALSE
"OLAH","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.29485723090373,1.99020061677117,22.1243352222104,0.000357443128640007,0.0280284698676022,"Normal_higher",FALSE,FALSE,FALSE
"S100A3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.26672069097999,2.82851928454102,42.4690588868689,2.38261020398838e-05,0.0141451235792237,"Normal_higher",FALSE,FALSE,FALSE
"CD8B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",6.2546334875182,0.549211764932507,29.2986082986715,7.63813809494343e-05,0.0175592481613378,"HER2_Positive_higher",TRUE,FALSE,FALSE
"CHI3L1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.22175530080698,7.34951614405595,25.6482630841327,0.000347716872415134,0.0275244246703883,"Normal_higher",FALSE,FALSE,FALSE
"CD37","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",6.14117965212392,2.72694823180656,18.7068974303592,0.00113083425986553,0.0422138057897841,"HER2_Positive_higher",TRUE,FALSE,FALSE
"CTB-102L5.4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.06031210875799,0.904998810180978,28.2251478263437,0.000158729041460744,0.0216862966117358,"Normal_higher",FALSE,FALSE,FALSE
"S100A2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.04391013224161,8.25750059067791,17.4142242958133,0.0015604157687289,0.0461926105469972,"Normal_higher",FALSE,FALSE,FALSE
"C5orf46","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-6.01316663048173,5.16612625996069,26.0140438517524,0.00023007781833432,0.0237948503456174,"Normal_higher",FALSE,FALSE,FALSE
"LINC00675","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.96071473352754,2.56968433436275,23.9714083946714,0.000420002396085267,0.029963614190183,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ADAMTS9","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.94693535838725,2.09393213754601,30.9809158434329,8.79907796180748e-05,0.0176621449093916,"Normal_higher",FALSE,FALSE,FALSE
"AC005013.5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.91592250696325,-0.128973814613464,54.7929603405488,1.96614421754172e-06,0.00459794992152523,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SPOCK2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.84904350819097,2.01613446796946,25.4315730410871,0.000312714695770088,0.0275244246703883,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SOD2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.78850407443652,11.4120243301426,21.1576892508856,0.000773630527814476,0.0367432302683086,"Normal_higher",FALSE,FALSE,FALSE
"SLCO4A1-AS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.75730347949694,1.47000226535842,23.7592717962048,0.000259572644756515,0.02511317269011,"Normal_higher",FALSE,FALSE,FALSE
"APCDD1L","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.69559641166531,0.785242085974423,21.0732849077581,0.000504941499629491,0.0317571318277853,"Normal_higher",FALSE,FALSE,FALSE
"SRPK3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.68825208804771,0.785084725842662,71.9276602180333,7.73581702950332e-07,0.00459794992152523,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MMP12","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.67276943743237,0.567373966860484,21.9662524495954,0.000464144827568951,0.031248430891124,"Normal_higher",FALSE,FALSE,FALSE
"C1R","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.65558980411646,4.53567614394507,16.1643553332298,0.00152975020026105,0.045931189346229,"Normal_higher",FALSE,FALSE,FALSE
"MT-ATP8","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.60682574038897,9.73203108529877,18.3484378540711,0.00130280259369881,0.0445468061448864,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ATP13A4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.5976286704654,1.81738652212571,36.3679911204176,6.24359095570021e-05,0.0159897140141962,"HER2_Positive_higher",FALSE,FALSE,FALSE
"IL24","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.57866994614777,2.616894108375,22.6197543123515,0.000456958081432434,0.0310495892773466,"Normal_higher",FALSE,FALSE,FALSE
"GS1-259H13.2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.56887673317936,1.27997956314946,45.5523101594176,1.02246101066428e-05,0.0111286360502385,"Normal_higher",FALSE,FALSE,FALSE
"POPDC3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.56363626832719,2.16646835716347,38.7403081117058,3.7048120960235e-05,0.0146631972079282,"Normal_higher",FALSE,FALSE,FALSE
"DLX2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.56127029628191,1.82504414760481,31.0123837148034,0.000129900026078569,0.0201979076263357,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CLIC3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.52032877799477,5.62174886574857,32.1032213092209,0.000148440554885069,0.021542023192821,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ABCC4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.51280639991348,3.48747667741083,17.8039080124423,0.00144479665289038,0.0454283676219455,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NR4A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.4628453121319,6.63972916065688,109.64531200959,4.84626301718482e-07,0.00459794992152523,"HER2_Positive_higher",FALSE,FALSE,FALSE
"G0S2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.45693096297898,5.77891808506645,31.1926394791041,0.000137638647412512,0.0206631996994806,"Normal_higher",FALSE,FALSE,FALSE
"S100B","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.44995489907673,4.03431474388773,18.852968966659,0.000843165600448145,0.0383916536688155,"Normal_higher",FALSE,FALSE,FALSE
"QPCT","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.4478234598537,4.10303647415429,21.3786014386547,0.000505741016781207,0.0317571318277853,"Normal_higher",FALSE,FALSE,FALSE
"AGXT","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.44595016435625,1.20320719012093,21.7980758108474,0.00038051074606451,0.0283991477391347,"Normal_higher",FALSE,FALSE,FALSE
"CD8A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.43623298289459,-0.0759809459673022,24.3754540513612,0.000200492104852118,0.0231636525653445,"HER2_Positive_higher",TRUE,FALSE,FALSE
"CATSPER1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.4308284470318,0.337683598573576,18.5564383434868,0.000922397228318489,0.0397604957064943,"Normal_higher",FALSE,FALSE,FALSE
"ERBB2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.41878776428276,8.90307811976041,25.4609468209115,0.000379128731391727,0.0283991477391347,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SBSN","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.41478996441014,4.0751486619566,16.3988923150513,0.00144038874591305,0.0454283676219455,"Normal_higher",FALSE,FALSE,FALSE
"BCAS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.39471848583032,2.96060050426202,32.4838550920397,0.000135953262787864,0.0206475065729336,"HER2_Positive_higher",FALSE,FALSE,FALSE
"HCLS1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.36420522849713,0.401353049551327,25.2777142655144,0.000231371716858848,0.0237948503456174,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MTRNR2L12","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.31511754842266,8.69217519475637,31.2708006971722,0.00016467316173976,0.0216862966117358,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ANXA8","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.30859752741872,0.210372474393567,23.4818057617533,0.00036187494704822,0.0280284698676022,"Normal_higher",FALSE,FALSE,FALSE
"GPAT3","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.30554275131525,4.49265500428303,32.8038573307569,8.10849440866171e-05,0.0176508409119218,"Normal_higher",FALSE,FALSE,FALSE
"TMEM86A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.27058748240092,4.03874344173362,30.6845068671426,0.000179877681655691,0.0219568448607942,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ARNTL2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.25655208679324,3.50087777118734,44.1910149385187,1.92505522704411e-05,0.0139684146224573,"Normal_higher",FALSE,FALSE,FALSE
"KRT14","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.25639940840854,6.5341396189212,18.6416998830165,0.00118815163240186,0.0430059542349784,"Normal_higher",FALSE,FALSE,TRUE
"CREB3L1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.24892970162203,4.7566476882153,28.9119926595141,0.000229471550221089,0.0237948503456174,"HER2_Positive_higher",FALSE,FALSE,FALSE
"HOXB6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.2347488702198,3.52081103544895,24.9216063734581,0.000413689681350948,0.029963614190183,"HER2_Positive_higher",FALSE,FALSE,FALSE
"ANXA2R","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.19742137094703,1.82275028922779,33.5693968829518,0.000100967111323518,0.0180648142602256,"HER2_Positive_higher",FALSE,FALSE,FALSE
"NDRG2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.18063137124962,7.50419135901337,22.4218709696638,0.000618070769412631,0.0331106853610584,"Normal_higher",FALSE,FALSE,FALSE
"LUCAT1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.15550866461397,4.03452203670632,23.9606251852241,0.000315055718531105,0.0275244246703883,"Normal_higher",FALSE,FALSE,FALSE
"PPP1R1A","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.1274289604826,3.63897962287404,31.1279372334658,0.000169172643890099,0.0216862966117358,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MARC1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",5.1273176111778,3.04371641500125,37.4260140723883,7.58832018553267e-05,0.0175592481613378,"HER2_Positive_higher",FALSE,FALSE,FALSE
"RAET1L","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.12183142524482,2.01667720132017,40.7725170827743,3.21242088687177e-05,0.0144680790356663,"Normal_higher",FALSE,FALSE,FALSE
"INHBA","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.12076165438513,2.70092276083024,46.6797651960877,1.77105993236236e-05,0.0139684146224573,"Normal_higher",FALSE,FALSE,FALSE
"CHI3L2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.11172837194894,6.22022131414253,24.9609608274122,0.00038589979696919,0.0284759166565796,"Normal_higher",FALSE,FALSE,FALSE
"SLCO4A1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.07750419071718,2.21326247020893,37.6522458019315,4.92447136768445e-05,0.0153005002815531,"Normal_higher",FALSE,FALSE,FALSE
"CAV1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-5.07559370220853,4.73566851940128,36.4378942302973,5.73712359424746e-05,0.0156109523467638,"Normal_higher",FALSE,FALSE,FALSE
"GLYATL1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.9899501321455,2.28450942335075,22.6151336506946,0.000573250429568259,0.0328521049934423,"HER2_Positive_higher",FALSE,FALSE,FALSE
"PRKCDBP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-4.98683680855445,5.48825792276381,33.6401544412336,0.000102511056243085,0.0180932014269046,"Normal_higher",FALSE,FALSE,FALSE
"ATP6V0A4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.96852912704569,1.79242152239413,61.3148752395305,6.46144110113587e-06,0.0077860310207576,"HER2_Positive_higher",FALSE,FALSE,FALSE
"SHISA9","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.94955065639153,1.51379280487487,29.1483750639072,0.00018233967170763,0.0220512819645681,"HER2_Positive_higher",FALSE,FALSE,FALSE
"LFNG","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.94594499842503,1.45673441607055,22.4850810437094,0.000518274355869272,0.0320814282559647,"HER2_Positive_higher",FALSE,FALSE,FALSE
"OSR2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.87466320603943,3.32135319467965,18.7780047463837,0.00120393468276702,0.0431550528331124,"HER2_Positive_higher",FALSE,FALSE,FALSE
"CAMK1D","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.87135222221973,4.3970723741679,22.7838473784773,0.000588464416742509,0.0329222258042064,"HER2_Positive_higher",FALSE,FALSE,FALSE
"HRASLS5","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.82984578501194,1.74353178481195,23.1616286208032,0.000495883564417352,0.0316365550199269,"HER2_Positive_higher",FALSE,FALSE,FALSE
"EGR4","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.81839995227318,0.0453369698975407,60.0549128797603,2.11221954897415e-06,0.00459794992152523,"HER2_Positive_higher",FALSE,FALSE,FALSE
"MAPK10","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",4.78148923095242,1.03255610427783,35.0391956460392,7.25057642238268e-05,0.0175369960468037,"HER2_Positive_higher",FALSE,FALSE,FALSE
