"comparison_celltype","ER_Positive","HER2_Positive","Normal","TNBC"
"Basal_Epithelial",4.54777721001533,4.65405405405405,17.000651678071,8.21150776558818
"Cycling",1.33424175325044,2.01621621621622,0,7.40327852238466
"Endothelial",14.1486402089366,5.26486486486487,0,2.94914996579594
"Fibroblast_Stromal",6.8415375007097,7.21081081081081,0.17921146953405,6.0199143631711
"Immune",21.5096803497417,38.0108108108108,0,46.8266234259799
"Luminal_Epithelial",29.8728212116051,7.2972972972973,54.3784620397524,11.9866224125263
"Other_Unresolved",12.6043263498552,30.6648648648649,0.00814597588791137,13.5220046112139
"Perivascular",9.14097541588599,4.88108108108108,0,3.08089893334009
"Myoepithelial",0,0,28.4335288367546,0
